Code,Subject,Descriptions
8AD12a4211100000,職業・家庭,"職業分野|Ａ 職業生活|ア  働くことの意義
働くことに関心をもち，作業や実習等に関わる学習活動を通して， 次の事項を身に付けることができるよう指導する。|(ｱ) 働くことの目的などを知ること。"
8AD12a4211200000,職業・家庭,"職業分野|Ａ 職業生活|ア  働くことの意義
働くことに関心をもち，作業や実習等に関わる学習活動を通して， 次の事項を身に付けることができるよう指導する。|(ｲ) 意欲や見通しをもって取り組み，自分の役割について気付くこと。"
8AD12a4211300000,職業・家庭,"職業分野|Ａ 職業生活|ア  働くことの意義
働くことに関心をもち，作業や実習等に関わる学習活動を通して， 次の事項を身に付けることができるよう指導する。|(ｳ) 作業や実習等で達成感を得ること。"
8AD12a4212000000,職業・家庭,"職業分野|Ａ 職業生活|イ 職業
職業に関わる事柄について，考えたり，体験したりする学習活動を通して，次の事項を身に付けることができるよう指導する。"
8AD12a4212100000,職業・家庭,"職業分野|Ａ 職業生活|イ 職業
職業に関わる事柄について，考えたり，体験したりする学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 職業に関わる知識や技能について，次のとおりとする。"
8AD12a4212110000,職業・家庭,"職業分野|Ａ 職業生活|イ 職業
職業に関わる事柄について，考えたり，体験したりする学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 職業に関わる知識や技能について，次のとおりとする。|? 職業生活に必要な知識や技能について知ること。"
8AD12a4212120000,職業・家庭,"職業分野|Ａ 職業生活|イ 職業
職業に関わる事柄について，考えたり，体験したりする学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 職業に関わる知識や技能について，次のとおりとする。|? 職業生活を支える社会の仕組み等があることを知ること。"
8AD12a4212130000,職業・家庭,"職業分野|Ａ 職業生活|イ 職業
職業に関わる事柄について，考えたり，体験したりする学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 職業に関わる知識や技能について，次のとおりとする。|? 材料や育成する生物等の扱い方及び生産や生育活動等に関わる基礎的な技術について知ること。"
8AD12a4212140000,職業・家庭,"職業分野|Ａ 職業生活|イ 職業
職業に関わる事柄について，考えたり，体験したりする学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 職業に関わる知識や技能について，次のとおりとする。|? 作業課題が分かり，使用する道具等の扱い方に慣れること。"
8AD12a4212150000,職業・家庭,"職業分野|Ａ 職業生活|イ 職業
職業に関わる事柄について，考えたり，体験したりする学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 職業に関わる知識や技能について，次のとおりとする。|? 作業の持続性や巧緻性などを身に付けること。"
8AD12a4212200000,職業・家庭,"職業分野|Ａ 職業生活|イ 職業
職業に関わる事柄について，考えたり，体験したりする学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 職業生活に必要な思考力，判断力，表現力等について，次のとおりとする。"
8AD12a4212210000,職業・家庭,"職業分野|Ａ 職業生活|イ 職業
職業に関わる事柄について，考えたり，体験したりする学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 職業生活に必要な思考力，判断力，表現力等について，次のとおりとする。|? 職業に関わる事柄と作業や実習で取り組む内容との関連について気付くこと。"
8AD12a4212220000,職業・家庭,"職業分野|Ａ 職業生活|イ 職業
職業に関わる事柄について，考えたり，体験したりする学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 職業生活に必要な思考力，判断力，表現力等について，次のとおりとする。|? 作業に当たり安全や衛生について気付き，工夫すること。"
8AD12a4212230000,職業・家庭,"職業分野|Ａ 職業生活|イ 職業
職業に関わる事柄について，考えたり，体験したりする学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 職業生活に必要な思考力，判断力，表現力等について，次のとおりとする。|? 職業生活に必要な健康管理について気付くこと。"
8AD12a4220000000,職業・家庭,"職業分野|Ｂ 情報機器の活用
職業生活で使われるコンピュータ等の情報機器に触れることなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
8AD12a4221000000,職業・家庭,"職業分野|Ｂ 情報機器の活用
職業生活で使われるコンピュータ等の情報機器に触れることなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|ア  コンピュータ等の情報機器の初歩的な操作の仕方を知ること。"
8AD12a4222000000,職業・家庭,"職業分野|Ｂ 情報機器の活用
職業生活で使われるコンピュータ等の情報機器に触れることなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|イ  コンピュータ等の情報機器に触れ，体験したことなどを他者に伝えること。"
8AD12a4230000000,職業・家庭,"職業分野|Ｃ  産業現場等における実習
実際的な学習活動を通して，次の事項を身に付けることができるよう指導する。"
8AD12a4231000000,職業・家庭,"職業分野|Ｃ  産業現場等における実習
実際的な学習活動を通して，次の事項を身に付けることができるよう指導する。|ア  職業や進路に関わることについて関心をもったり，調べたりすること。"
8AD12a4232000000,職業・家庭,"職業分野|Ｃ  産業現場等における実習
実際的な学習活動を通して，次の事項を身に付けることができるよう指導する。|イ  職業や職業生活，進路に関わることについて，気付き，他者に伝えること。"
8AD22a4200000000,職業・家庭,家庭分野
8AD22a4210000000,職業・家庭,家庭分野|Ａ  家族・家庭生活
8AD22a4211000000,職業・家庭,"家庭分野|Ａ  家族・家庭生活|ア  自分の成長と家族
自分の成長に気付くことや家族のことなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
8AD22a4211100000,職業・家庭,"家庭分野|Ａ  家族・家庭生活|ア  自分の成長と家族
自分の成長に気付くことや家族のことなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 自分の成長を振り返りながら，家庭生活の大切さを知ること。"
8AD22a4211200000,職業・家庭,"家庭分野|Ａ  家族・家庭生活|ア  自分の成長と家族
自分の成長に気付くことや家族のことなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 家族とのやりとりを通して，家族を大切にする気持ちを育み，よりよい関わり方について気付き，それらを他者に伝えること。"
8AD22a4212000000,職業・家庭,"家庭分野|Ａ  家族・家庭生活|イ 家庭生活と役割
家庭の中での役割などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
8AD22a4212100000,職業・家庭,"家庭分野|Ａ  家族・家庭生活|イ 家庭生活と役割
家庭の中での役割などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 家庭における役割や地域との関わりについて関心をもち，知ること。"
8AD22a4212200000,職業・家庭,"家庭分野|Ａ  家族・家庭生活|イ 家庭生活と役割
家庭の中での役割などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 家庭生活に必要なことや自分の果たす役割に気付き，それらを他者に伝えること。"
8AD22a4213000000,職業・家庭,"家庭分野|Ａ  家族・家庭生活|ウ 家庭生活における余暇
家庭における余暇の過ごし方などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
8AD22a4213100000,職業・家庭,"家庭分野|Ａ  家族・家庭生活|ウ 家庭生活における余暇
家庭における余暇の過ごし方などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 健康や様々な余暇の過ごし方について知り，実践しようとすること。"
8AD22a4213200000,職業・家庭,"家庭分野|Ａ  家族・家庭生活|ウ 家庭生活における余暇
家庭における余暇の過ごし方などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 望ましい生活環境や健康及び様々な余暇の過ごし方について気付き，工夫すること。"
8AD22a4214000000,職業・家庭,"家庭分野|Ａ  家族・家庭生活|エ  幼児の生活と家族
幼児と接することなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
8AD22a4214100000,職業・家庭,"家庭分野|Ａ  家族・家庭生活|エ  幼児の生活と家族
幼児と接することなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 幼児の特徴や過ごし方について知ること。"
8AD22a4214200000,職業・家庭,"家庭分野|Ａ  家族・家庭生活|エ  幼児の生活と家族
幼児と接することなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 幼児への適切な関わり方について気付き，それらを他者に伝えること。"
8AD22a4220000000,職業・家庭,家庭分野|Ｂ  衣食住の生活
8AD22a4221000000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|ア  食事の役割
食事の仕方や食事の大切さに気付くことなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
8AD22a4221100000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|ア  食事の役割
食事の仕方や食事の大切さに気付くことなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 健康な生活と食事の役割について知ること。"
8AD22a4221200000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|ア  食事の役割
食事の仕方や食事の大切さに気付くことなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 適切な量の食事を楽しくとることの大切さに気付き，それらを他者に伝えること。"
8AD22a4222000000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|イ  調理の基礎
必要な材料を使って食事の準備をすることなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
8AD22a4222100000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|イ  調理の基礎
必要な材料を使って食事の準備をすることなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 簡単な調理の仕方や手順について知り，できるようにすること。"
8AD22a4222200000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|イ  調理の基礎
必要な材料を使って食事の準備をすることなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 簡単な調理計画について考えること。"
8AD22a4223000000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|ウ  衣服の着用と手入れ
衣服の着方や手入れの仕方などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
8AD22a4223100000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|ウ  衣服の着用と手入れ
衣服の着方や手入れの仕方などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 場面に応じた日常着の着方や手入れの仕方などについて知り，実践しようとすること。"
8AD22a4223200000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|ウ  衣服の着用と手入れ
衣服の着方や手入れの仕方などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 日常着の着方や手入れの仕方に気付き，工夫すること。"
8AD22a4224000000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|エ  快適な住まい方
持ち物の整理や住まいの清掃などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
8AD22a4224100000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|エ  快適な住まい方
持ち物の整理や住まいの清掃などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 住まいの主な働きや，整理・整頓や清掃の仕方について知り，実践しようとすること。"
8AD22a4224200000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|エ  快適な住まい方
持ち物の整理や住まいの清掃などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 季節の変化に合わせた住まい方，整理・整頓や清掃の仕方に気付き，工夫すること。"
8AD22a4230000000,職業・家庭,家庭分野|Ｃ  消費生活・環境
8AD22a4231000000,職業・家庭,"家庭分野|Ｃ  消費生活・環境|ア  身近な消費生活
買物の仕組みや必要な物の選び方などに関わる学習活動を通して， 次の事項を身に付けることができるよう指導する。"
8AD22a4231100000,職業・家庭,"家庭分野|Ｃ  消費生活・環境|ア  身近な消費生活
買物の仕組みや必要な物の選び方などに関わる学習活動を通して， 次の事項を身に付けることができるよう指導する。|(ｱ) 生活に必要な物の選び方，買い方，計画的な使い方などについて知り，実践しようとすること。"
8AD22a4231200000,職業・家庭,"家庭分野|Ｃ  消費生活・環境|ア  身近な消費生活
買物の仕組みや必要な物の選び方などに関わる学習活動を通して， 次の事項を身に付けることができるよう指導する。|(ｲ) 生活に必要な物を選んだり，物を大切に使おうとしたりすること。"
8AD22a4232000000,職業・家庭,"家庭分野|Ｃ  消費生活・環境|イ  環境に配慮した生活
身近な生活の中で環境に配慮することに関わる学習活動を通して， 次の事項を身に付けることができるよう指導する。"
8AD22a4232100000,職業・家庭,"家庭分野|Ｃ  消費生活・環境|イ  環境に配慮した生活
身近な生活の中で環境に配慮することに関わる学習活動を通して， 次の事項を身に付けることができるよう指導する。|(ｱ) 身近な生活の中で，環境に配慮した物の使い方などについて知り， 実践しようとすること。"
8AD22a4232200000,職業・家庭,"家庭分野|Ｃ  消費生活・環境|イ  環境に配慮した生活
身近な生活の中で環境に配慮することに関わる学習活動を通して， 次の事項を身に付けることができるよう指導する。|(ｲ) 身近な生活の中で，環境に配慮した物の使い方などについて考え， 工夫すること。"
8AD12b4100000000,職業・家庭,"職業分野
職業に係る見方・考え方を働かせ，作業や実習に関する実践的・体験的な学習活動を通して，よりよい生活の実現に向けて工夫する資質・能力を次のとおり育成することを目指す。"
8AD12b4110000000,職業・家庭,"職業分野
職業に係る見方・考え方を働かせ，作業や実習に関する実践的・体験的な学習活動を通して，よりよい生活の実現に向けて工夫する資質・能力を次のとおり育成することを目指す。|ア  働くことに対する関心を高め，将来の職業生活に係る基礎的な知識や技能を身に付けるようにする。"
8AD12b4120000000,職業・家庭,"職業分野
職業に係る見方・考え方を働かせ，作業や実習に関する実践的・体験的な学習活動を通して，よりよい生活の実現に向けて工夫する資質・能力を次のとおり育成することを目指す。|イ  将来の職業生活に必要な事柄を見いだして課題を設定し，解決策を考え， 実践し，学習したことを振り返り，考えたことを表現するなど，課題を解決する力を養う。"
8AD12b4130000000,職業・家庭,"職業分野
職業に係る見方・考え方を働かせ，作業や実習に関する実践的・体験的な学習活動を通して，よりよい生活の実現に向けて工夫する資質・能力を次のとおり育成することを目指す。|ウ  将来の職業生活の実現に向けて，生活を工夫し考えようとする実践的な態度を養う。"
8AD22b4100000000,職業・家庭,"家庭分野
生活の営みに係る見方・考え方を働かせ，衣食住などに関する実践的・体験的な学習活動を通して，よりよい生活の実現に向けて工夫する資質・能力を次のとおり育成することを目指す。"
8AD22b4110000000,職業・家庭,"家庭分野
生活の営みに係る見方・考え方を働かせ，衣食住などに関する実践的・体験的な学習活動を通して，よりよい生活の実現に向けて工夫する資質・能力を次のとおり育成することを目指す。|ア 家族や自分の役割について理解し，生活の自立に必要な家族・家庭，衣食住，消費や環境等についての基礎的な理解を図るとともに，それらに係る技能を身に付けるようにする。"
8AD22b4120000000,職業・家庭,"家庭分野
生活の営みに係る見方・考え方を働かせ，衣食住などに関する実践的・体験的な学習活動を通して，よりよい生活の実現に向けて工夫する資質・能力を次のとおり育成することを目指す。|イ 家庭生活に必要な事柄について考え，課題を設定し，解決策を考え，実践し，学習したことを振り返り，考えたことを表現するなど，日常生活において課題を解決する力を養う。"
8AD22b4130000000,職業・家庭,"家庭分野
生活の営みに係る見方・考え方を働かせ，衣食住などに関する実践的・体験的な学習活動を通して，よりよい生活の実現に向けて工夫する資質・能力を次のとおり育成することを目指す。|ウ  家族や地域の人々とのやりとりを通して，よりよい生活の実現に向けて， 生活を工夫し考えようとする実践的な態度を養う。"
8AD12b4200000000,職業・家庭,職業分野
8AD12b4210000000,職業・家庭,職業分野|Ａ 職業生活
8AD12b4211000000,職業・家庭,"職業分野|Ａ 職業生活|ア  働くことの意義
働くことに対する意欲や関心を高め，他者と協力して取り組む作業や実習等に関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
8AD12b4211100000,職業・家庭,"職業分野|Ａ 職業生活|ア  働くことの意義
働くことに対する意欲や関心を高め，他者と協力して取り組む作業や実習等に関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 働くことの目的などを理解すること。"
8AD12b4211200000,職業・家庭,"職業分野|Ａ 職業生活|ア  働くことの意義
働くことに対する意欲や関心を高め，他者と協力して取り組む作業や実習等に関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 意欲や見通しをもって取り組み，自分と他者との関係や役割について考えること。"
8AD12b4211300000,職業・家庭,"職業分野|Ａ 職業生活|ア  働くことの意義
働くことに対する意欲や関心を高め，他者と協力して取り組む作業や実習等に関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｳ) 作業や実習等に達成感を得て，進んで取り組むこと。"
8AD12b4212000000,職業・家庭,"職業分野|Ａ 職業生活|イ 職 業
職業に関わる事柄について，考えを深めたり，体験したりする学習活動を通して，次の事項を身に付けることができるよう指導する。"
8AD12b4212100000,職業・家庭,"職業分野|Ａ 職業生活|イ 職 業
職業に関わる事柄について，考えを深めたり，体験したりする学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 職業に関わる知識や技能について，次のとおりとする。"
8AD12b4212110000,職業・家庭,"職業分野|Ａ 職業生活|イ 職 業
職業に関わる事柄について，考えを深めたり，体験したりする学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 職業に関わる知識や技能について，次のとおりとする。|? 職業生活に必要な知識や技能を理解すること。"
8AD12b4212120000,職業・家庭,"職業分野|Ａ 職業生活|イ 職 業
職業に関わる事柄について，考えを深めたり，体験したりする学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 職業に関わる知識や技能について，次のとおりとする。|? 職業生活を支える社会の仕組み等があることを理解すること。"
8AD12b4212130000,職業・家庭,"職業分野|Ａ 職業生活|イ 職 業
職業に関わる事柄について，考えを深めたり，体験したりする学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 職業に関わる知識や技能について，次のとおりとする。|? 材料や育成する生物等の特性や扱い方及び生産や生育活動等に関わる基礎的な技術について理解すること。"
8AD12b4212140000,職業・家庭,"職業分野|Ａ 職業生活|イ 職 業
職業に関わる事柄について，考えを深めたり，体験したりする学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 職業に関わる知識や技能について，次のとおりとする。|? 作業課題が分かり，使用する道具や機械等の扱い方を理解すること。"
8AD12b4212150000,職業・家庭,"職業分野|Ａ 職業生活|イ 職 業
職業に関わる事柄について，考えを深めたり，体験したりする学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 職業に関わる知識や技能について，次のとおりとする。|? 作業の確実性や持続性，巧緻性等を身に付けること。"
8AD12b4212200000,職業・家庭,"職業分野|Ａ 職業生活|イ 職 業
職業に関わる事柄について，考えを深めたり，体験したりする学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 職業生活に必要な思考力，判断力，表現力等について，次のとおりとする。"
8AD12b4212210000,職業・家庭,"職業分野|Ａ 職業生活|イ 職 業
職業に関わる事柄について，考えを深めたり，体験したりする学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 職業生活に必要な思考力，判断力，表現力等について，次のとおりとする。|? 職業に関わる事柄と作業や実習で取り組む内容との関連について，考えて，発表すること。"
8AD12b4212220000,職業・家庭,"職業分野|Ａ 職業生活|イ 職 業
職業に関わる事柄について，考えを深めたり，体験したりする学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 職業生活に必要な思考力，判断力，表現力等について，次のとおりとする。|? 作業上の安全や衛生及び作業の効率について考えて，工夫すること。"
8AD12b4212230000,職業・家庭,"職業分野|Ａ 職業生活|イ 職 業
職業に関わる事柄について，考えを深めたり，体験したりする学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 職業生活に必要な思考力，判断力，表現力等について，次のとおりとする。|? 職業生活に必要な健康管理について考えること。"
8AD12b4220000000,職業・家庭,"職業分野|Ｂ  情報機器の活用
職業生活や社会生活で使われるコンピュータ等の情報機器を扱うことに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
8AD12b4221000000,職業・家庭,"職業分野|Ｂ  情報機器の活用
職業生活や社会生活で使われるコンピュータ等の情報機器を扱うことに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|ア  コンピュータ等の情報機器の基礎的な操作の仕方を知り，扱いに慣れること。"
8AD12b4222000000,職業・家庭,"職業分野|Ｂ  情報機器の活用
職業生活や社会生活で使われるコンピュータ等の情報機器を扱うことに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|イ  コンピュータ等の情報機器を扱い，体験したことや自分の考えを表現すること。"
8AD12b4230000000,職業・家庭,"職業分野|Ｃ  産業現場等における実習
実際的な学習活動を通して，次の事項を身に付けることができるよう指導する。"
8AD12b4231000000,職業・家庭,"職業分野|Ｃ  産業現場等における実習
実際的な学習活動を通して，次の事項を身に付けることができるよう指導する。|ア  職業や進路に関わることについて調べて，理解すること。"
8AD12b4232000000,職業・家庭,"職業分野|Ｃ  産業現場等における実習
実際的な学習活動を通して，次の事項を身に付けることができるよう指導する。|イ  職業や職業生活，進路に関わることと自己の成長などについて考えて，発表すること。"
8AD22b4200000000,職業・家庭,家庭分野
8AD22b4210000000,職業・家庭,家庭分野|Ａ  家族・家庭生活
8AD22b4211000000,職業・家庭,"家庭分野|Ａ  家族・家庭生活|ア  自分の成長と家族
自分の成長と家族や家庭生活などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
8AD22b4211100000,職業・家庭,"家庭分野|Ａ  家族・家庭生活|ア  自分の成長と家族
自分の成長と家族や家庭生活などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 自分の成長を振り返り，家庭生活の大切さを理解すること。"
8AD22b4211200000,職業・家庭,"家庭分野|Ａ  家族・家庭生活|ア  自分の成長と家族
自分の成長と家族や家庭生活などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 家族とのやりとりを通して，家族を大切にする気持ちを育み，よりよい関わり方について考え，表現すること。"
8AD22b4212000000,職業・家庭,"家庭分野|Ａ  家族・家庭生活|イ  家庭生活と役割
家庭生活での役割などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
8AD22b4212100000,職業・家庭,"家庭分野|Ａ  家族・家庭生活|イ  家庭生活と役割
家庭生活での役割などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 家庭における役割や地域との関わりについて調べて，理解すること。"
8AD22b4212200000,職業・家庭,"家庭分野|Ａ  家族・家庭生活|イ  家庭生活と役割
家庭生活での役割などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 家庭生活に必要なことに関して，家族の一員として，自分の果たす役割を考え，表現すること。"
8AD22b4213000000,職業・家庭,"家庭分野|Ａ  家族・家庭生活|ウ 家庭生活における余暇
家庭生活における健康や余暇に関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
8AD22b4213100000,職業・家庭,"家庭分野|Ａ  家族・家庭生活|ウ 家庭生活における余暇
家庭生活における健康や余暇に関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 健康管理や余暇の過ごし方について理解し，実践すること。"
8AD22b4213200000,職業・家庭,"家庭分野|Ａ  家族・家庭生活|ウ 家庭生活における余暇
家庭生活における健康や余暇に関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 望ましい生活環境や健康管理及び自分に合った余暇の過ごし方について考え，表現すること。"
8AD22b4214000000,職業・家庭,"家庭分野|Ａ  家族・家庭生活|エ  家族や地域の人々との関わり
家族との触れ合いや地域の人々と接することなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
8AD22b4214100000,職業・家庭,"家庭分野|Ａ  家族・家庭生活|エ  家族や地域の人々との関わり
家族との触れ合いや地域の人々と接することなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 地域生活や地域の活動について調べて，理解すること。"
8AD22b4214200000,職業・家庭,"家庭分野|Ａ  家族・家庭生活|エ  家族や地域の人々との関わり
家族との触れ合いや地域の人々と接することなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 家族との触れ合いや地域生活に関心をもち，家族や地域の人々と地域活動への関わりについて気付き，表現すること。"
8AD22b4220000000,職業・家庭,家庭分野|Ｂ  衣食住の生活
8AD22b4221000000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|ア  食事の役割
楽しく食事をするための工夫などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
8AD22b4221100000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|ア  食事の役割
楽しく食事をするための工夫などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 健康な生活と食事の役割や日常の食事の大切さを理解すること。"
8AD22b4221200000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|ア  食事の役割
楽しく食事をするための工夫などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 日常の食事の大切さや規則正しい食事の必要性を考え，表現すること。"
8AD22b4222000000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|イ  栄養を考えた食事
バランスのとれた食事について考えることに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
8AD22b4222100000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|イ  栄養を考えた食事
バランスのとれた食事について考えることに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 身体に必要な栄養について関心をもち，理解し，実践すること。"
8AD22b4222200000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|イ  栄養を考えた食事
バランスのとれた食事について考えることに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) バランスのとれた食事について気付き，献立などを工夫すること。"
8AD22b4223000000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|ウ  調理の基礎
食事の準備や調理の仕方などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
8AD22b4223100000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|ウ  調理の基礎
食事の準備や調理の仕方などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 調理に必要な材料の分量や手順などについて理解し，適切にできること。"
8AD22b4223200000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|ウ  調理の基礎
食事の準備や調理の仕方などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 調理計画に沿って，調理の手順や仕方を工夫すること。"
8AD22b4224000000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|エ  衣服の着用と手入れ
衣服の手入れや洗濯の仕方などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
8AD22b4224100000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|エ  衣服の着用と手入れ
衣服の手入れや洗濯の仕方などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 日常着の使い分けや手入れの仕方などについて理解し，実践すること。"
8AD22b4224200000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|エ  衣服の着用と手入れ
衣服の手入れや洗濯の仕方などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 日常着の快適な着方や手入れの仕方を考え，工夫すること。"
8AD22b4225000000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|オ  快適で安全な住まい方
住まいの整理・整頓や清掃などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
8AD22b4225100000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|オ  快適で安全な住まい方
住まいの整理・整頓や清掃などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 快適な住まい方や，安全について理解し，実践すること。"
8AD22b4225200000,職業・家庭,"家庭分野|Ｂ  衣食住の生活|オ  快適で安全な住まい方
住まいの整理・整頓や清掃などに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 季節の変化に合わせた快適な住まい方に気付き，工夫すること。"
8AD22b4230000000,職業・家庭,家庭分野|Ｃ  消費生活・環境
8AD22b4231000000,職業・家庭,"家庭分野|Ｃ  消費生活・環境|ア 身近な消費生活
身近な消費生活について考えることなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。"
8AD22b4231100000,職業・家庭,"家庭分野|Ｃ  消費生活・環境|ア 身近な消費生活
身近な消費生活について考えることなどに関わる学習活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 生活に必要な物の選択や扱い方について理解し，実践すること。"
