教科等,No,学習指導要領テキスト,学習指導要領コード
外国語,3806,(1) 外国語の音声や文字，語彙，表現，言語の働きなどについて，日本語と外国語との違いに気付くとともに，読むこと，書くことに慣れ親しみ，聞くこと，読むこと，話すこと，書くことによる実際のコミュニケーションにおいて活用できる基礎的な技能を身に付けるようにする。,8GH0202100000000
外国語,3807,(2) コミュニケーションを行う目的や場面，状況などに応じて，身近で簡単な事柄について，聞いたり話したりするとともに，音声で十分に慣れ親しんだ外国語の語彙などが表す事柄を想像しながら読んだり書いたりして，自分の考えや気持ちなどを伝え合うことができる基礎的な力を養う。,8GH0202200000000
外国語,3808,(3) 外国語の背景にある文化に対する理解を深め，他者に配慮しながら，主体的に外国語を用いてコミュニケーションを図ろうとする態度を養う。,8GH0202300000000
外国語,3809,２　各段階の目標及び内容,8GH0204000000000
外国語,3810,○１段階,8GH02a4000000000
外国語,3811,(1) 目標,8GH02a4100000000
外国語,3812,ア　音声や文字，語彙，表現などについて日本語と外国語との違いに気付くとともに，読むこと，書くことに慣れ親しみ，聞くこと，話すことを中心とした実際のコミュニケーションにおいて活用できる基礎的な力を身に付けるようにする。,8GH02a4110000000
外国語,3813,イ　コミュニケーションを行う目的や場面，状況などに応じて，身近で簡単な事柄について，聞いたり話したりするとともに，音声で十分に慣れ親しんだ外国語の語彙などを真似ながら読んだり，外国語の文字をなぞって書いたりして，自分の考えや気持ちなどを伝え合うことができる基礎的な力を養う。,8GH02a4120000000
外国語,3814,ウ　外国語の背景にある文化について理解し，相手に配慮しながら，主体的に外国語を用いてコミュニケーションを図ろうとする態度を養う。,8GH02a4130000000
外国語,3815,(2) 内容,8GH02a4200000000
外国語,3816,〔英語〕,8GH12a4200000000
外国語,3817,〔知識及び技能〕,8GH12a4210000000
外国語,3818,"ア  英語の特徴等に関する事項
実際に英語を用いた場面や状況等における言語活動を通して，次の事項を身に付けることができるよう指導する。",8GH12a4211000000
外国語,3819,(ア) 英語の音声及び簡単な語句や基本的な表現などについて，日本語との違いに気付くこと。,8GH12a4211100000
外国語,3820,? 英語の音声を聞いて話したり，文字を見て読んだり書いたりして日本語の音声や文字などとの違いに気付くこと。,8GH12a4211110000
外国語,3821,? 英語の音声や文字も，事物の内容を表したり，要件を伝えたりするなどの働きがあることに気付くこと。,8GH12a4211120000
外国語,3822,? 簡単な語句や基本的な表現などが表す内容を知り，それらを使うことで要件が相手に伝わることに気付くこと。,8GH12a4211130000
外国語,3823,〔思考力，判断力，表現力等〕,8GH12a4220000000
外国語,3824,"イ  情報を整理しながら考えなどを形成し，英語で表現したり，伝え合ったりすることに関する事項
具体的な課題等を設定し，コミュニケーションを行う目的や場面，状況などに応じて，情報を整理しながら考えなどを形成し，これらを表現することを通して，次の事項を身に付けることができるよう指導する。",8GH12a4221000000
外国語,3825,(ア) 簡単な事柄について，伝えようとした内容を整理した上で，簡単な語句などを用いて自分の考えや気持ちなどを伝え合うこと。,8GH12a4221100000
外国語,3826,(イ) 身近で簡単な事柄について，音声で十分に慣れ親しんだ簡単な語彙などが表す事柄を想像しながら読んだり，書いたりすること。,8GH12a4221200000
外国語,3827,ウ　言語活動及び言語の働きに関する事項,8GH12a4222000000
外国語,3828,"① 言語活動に関する事項
イに示す事項については，アに示す事項を活用して，例えば，次のような言語活動を通して指導する。",8GH12a4222100000
外国語,3829,(ア) 聞くこと,8GH12a4222110000
外国語,3830,? 自分に関する簡単な事柄について，簡単な語句や基本的な表現を聞き，それらを表すイラストや写真などと結び付ける活動。,8GH12a4222111000
外国語,3831,? 日付や時刻，値段などを表す表現など，身近で簡単な事柄について，表示などを参考にしながら具体的な情報を聞き取る活動。,8GH12a4222112000
外国語,3832,(イ) 話すこと［発表］,8GH12a4222120000
外国語,3833,? 簡単な語句や基本的な表現を用いて，自分の趣味や得意なことなどを含めて自己紹介をする活動。,8GH12a4222121000
外国語,3834,(ウ) 話すこと［やり取り］,8GH12a4222130000
外国語,3835,? 挨拶を交わしたり，簡単な指示や依頼をして，それらに応じたり断ったりする活動。,8GH12a4222131000
外国語,3836,(エ) 書くこと,8GH12a4222140000
外国語,3837,? 活字体の大文字，小文字を区別して書く活動。,8GH12a4222141000
外国語,3838,? 相手に伝えるなどの目的をもって，身近で簡単な事柄について， 音声で十分に慣れ親しんだ簡単な語彙などを書き写す活動。,8GH12a4222142000
外国語,3839,? 相手に伝えるなどの目的をもって，身近で簡単な事柄について， 音声で十分に慣れ親しんだ語彙などを書き写す活動。,8GH12a4222143000
外国語,3840,(オ) 読むこと,8GH12a4222150000
外国語,3841,? 活字体で書かれた文字を見て，どの文字であるかやその文字が大文字であるか小文字であるかを識別する活動。,8GH12a4222151000
外国語,3842,? 活字体で書かれた文字を見て，その読み方を発音する活動。,8GH12a4222152000
外国語,3843,"② 言語の働きに関する事項
言語活動を行うに当たり，主として次に示すような言語の使用場面や言語の働きを取り上げるようにする。",8GH12a4222200000
外国語,3844,(ア) 言語の使用場面の例,8GH12a4222210000
外国語,3845,? 特有の表現がよく使われる場面,8GH12a4222211000
外国語,3846,・挨拶,8GH12a4222211100
外国語,3847,・自己紹介,8GH12a4222211200
外国語,3848,・買物,8GH12a4222211300
外国語,3849,・食事,8GH12a4222211400
外国語,3850,・道案内,8GH12a4222211500
外国語,3851,・旅行,8GH12a4222211600
外国語,3852,など,8GH12a4222211700
外国語,3853,? 生徒の身近な暮らしに関わる場面,8GH12a4222212000
外国語,3854,・学校での学習や活動,8GH12a4222212100
外国語,3855,・家庭での生活,8GH12a4222212200
外国語,3856,・地域での生活,8GH12a4222212300
外国語,3857,など,8GH12a4222212400
外国語,3858,(イ) 言語の働きの例,8GH12a4222220000
外国語,3859,? コミュニケーションを円滑にする,8GH12a4222221000
外国語,3860,・挨拶をする,8GH12a4222221100
外国語,3861,・呼び掛ける,8GH12a4222221200
外国語,3862,・相づちを打つ,8GH12a4222221300
外国語,3863,・聞き直す,8GH12a4222221400
外国語,3864,など,8GH12a4222221500
外国語,3865,? 気持ちを伝える,8GH12a4222222000
外国語,3866,・礼を言う,8GH12a4222222100
外国語,3867,・褒める,8GH12a4222222200
外国語,3868,・謝る,8GH12a4222222300
外国語,3869,など,8GH12a4222222400
外国語,3870,? 事実・情報を伝える,8GH12a4222223000
外国語,3871,・説明する,8GH12a4222223100
外国語,3872,・報告する,8GH12a4222223200
外国語,3873,・発表する,8GH12a4222223300
外国語,3874,など,8GH12a4222223400
外国語,3875,? 考えや意図を伝える,8GH12a4222224000
外国語,3876,・意見を言う,8GH12a4222224100
外国語,3877,・賛成する,8GH12a4222224200
外国語,3878,・承諾する,8GH12a4222224300
外国語,3879,・断る,8GH12a4222224400
外国語,3880,など,8GH12a4222224500
外国語,3881,? 相手の行動を促す,8GH12a4222225000
外国語,3882,・質問する,8GH12a4222225100
外国語,3883,・依頼する,8GH12a4222225200
外国語,3884,・命令する,8GH12a4222225300
外国語,3885,など,8GH12a4222225400
外国語,3886,"〔その他の外国語〕
その他の外国語については，〔英語〕に示す内容に準じて指導を行うものとする。",8GH22a4200000000
外国語,3887,○２段階,8GH02b4000000000
外国語,3888,(1) 目標,8GH02b4100000000
外国語,3889,ア　音声や文字，語彙，表現などについて日本語と外国語との違いに気付くとともに，読むこと，書くことに慣れ親しみ，聞くこと，話すこと，読むこと，書くことによる実際のコミュニケーションにおいて活用できる基礎的な力を身に付けるようにする。,8GH02b4110000000
外国語,3890,イ  コミュニケーションを行う目的や場面，状況などに応じて，身近で簡単な事柄について，聞いたり話したりするとともに，音声で十分に慣れ親しんだ外国語の語彙などが表す事柄を想像しながら読んだり書いたりして， 自分の考えや気持ちなどを伝え合うことができる基礎的な力を養う。,8GH02b4120000000
外国語,3891,ウ  外国語の背景にある文化について理解し，他者に配慮しながら，主体的に外国語を用いてコミュニケーションを図ろうとする態度を養う。,8GH02b4130000000
外国語,3892,(2) 内容,8GH02b4200000000
外国語,3893,〔英語〕,8GH12b4200000000
外国語,3894,〔知識及び技能〕,8GH12b4210000000
外国語,3895,"ア  英語の特徴等に関する事項
実際に英語を用いた場面や状況等における言語活動を通して，次の事項を身に付けることができるよう指導する。",8GH12b4211000000
外国語,3896,(ア) 英語の音声及び簡単な語句や基本的な表現などについて，日本語との違いに気付くこと。,8GH12b4211100000
外国語,3897,? 英語の音声を聞いて話したり，簡単な語彙などを読んだり書いたりして日本語の音声や文字などとの違いに気付くこと。,8GH12b4211110000
外国語,3898,? 英語の音声や文字も，事物の内容を表したり，要件を伝えたりするなどの働きがあることに気付くこと。,8GH12b4211120000
外国語,3899,? 簡単な語句や基本的な表現などが表す内容を知り，それらを使うことで要件が相手に伝わることに気付くこと。,8GH12b4211130000
外国語,3900,〔思考力，判断力，表現力等〕,8GH12b4220000000
外国語,3901,"イ  情報を整理しながら考えなどを形成し，英語で表現したり，伝え合ったりすることに関する事項
具体的な課題等を設定し，コミュニケーションを行う目的や場面，状況などに応じて，情報を整理しながら考えなどを形成し，これらを表現することを通して，次の事項を身に付けることができるよう指導する。",8GH12b4221000000
外国語,3902,(ア) 身近で簡単な事柄について，伝えようとする内容を整理した上で簡単な語句や基本的な表現などを用いて伝え合うこと。,8GH12b4221100000
外国語,3903,(イ) 身近で簡単な事柄について，音声で十分に慣れ親しんだ簡単な語彙などが表す事柄を想像しながら読んだり，書いたりすること。,8GH12b4221200000
外国語,3904,ウ　言語活動及び言語の働きに関する事項,8GH12b4222000000
外国語,3905,"① 言語活動に関する事項
イに示す事項については，アに示す事項を活用して，例えば，次のような言語活動を通して指導する。",8GH12b4222100000
外国語,3906,(ア) 聞くこと,8GH12b4222110000
外国語,3907,? 自分のことや学校生活など身近で簡単な事柄について，簡単な語句や基本的な表現を聞き，それらを表すイラストや写真などと結び付ける活動。,8GH12b4222111000
外国語,3908,? 日付や時刻，値段などを表す表現など，身近で簡単な事柄について，具体的な情報を聞き取る活動。,8GH12b4222112000
外国語,3909,? 友達や家族，学校生活など，身近で簡単な事柄について，簡単な語句や基本的な表現で話される短い会話や説明を，イラストや写真を参考にしながら聞いて，必要な情報を聞き取る活動。,8GH12b4222113000
外国語,3910,(イ) 話すこと［発表］,8GH12b4222120000
外国語,3911,? 簡単な語句や基本的な表現を用いて，身近で簡単な事柄について， 自分の考えや気持ちを話す活動。,8GH12b4222121000
外国語,3912,(ウ) 話すこと［やり取り］,8GH12b4222130000
外国語,3913,? 身近で簡単な事柄について，自分の考えや気持ちを伝えたり，簡単な質問をしたり質問に答えたりして伝え合う活動。,8GH12b4222131000
外国語,3914,(エ) 書くこと,8GH12b4222140000
外国語,3915,? 相手に伝えるなどの目的をもって，身近で簡単な事柄について， 音声で十分に慣れ親しんだ語彙などを書き写す活動。,8GH12b4222141000
外国語,3916,? 相手に伝えるなどの目的をもって，身近で簡単な事柄について， 音声で十分に慣れ親しんだ簡単な語彙などを書き写す活動。,8GH12b4222142000
外国語,3917,(オ) 読むこと,8GH12b4222150000
外国語,3918,? 日常生活に関する身近で簡単な事柄を内容とする掲示やパンフレットなどから，自分が必要とする情報を得る活動。,8GH12b4222151000
外国語,3919,? 音声で十分に慣れ親しんだ簡単な語彙などを，挿絵がある本などの中から識別する活動。,8GH12b4222152000
外国語,3920,"② 言語の働きに関する事項 
２段階の言語活動を行うに当たっては，１段階の言語の働きに関する事項を踏まえ，生徒の学習状況に応じた言語の使用場面や言語の働きを取り上げるようにする。",8GH12b4222200000
外国語,3921,"〔その他の外国語〕
その他の外国語については，〔英語〕に示す内容に準じて指導を行うものとする。",8GH22b4200000000
外国語,3922,３　指導計画の作成と内容の取扱い,8GH0206000000000
外国語,3923,(1) 外国語科においては，英語を履修させることを原則とすること。,8GH0206100000000
外国語,3924,(2) 指導計画の作成に当たっては，次の事項に配慮するものとする。,8GH0206200000000
外国語,3925,ア　単元など内容や時間のまとまりを見通して，その中で育む資質・能力の育成に向けて，生徒の主体的・対話的で深い学びの実現を図るようにすること。その際，具体的課題等を設定し，生徒が外国語によるコミュニケーションにおける見方・考え方を働かせながら，コミュニケーションの目的や場面，状況などを意識して活動を行い，英語の音声や語彙，表現などの知識を，五つの領域における実際のコミュニケーションにおいて活用する学習の充実を図ること。,8GH0206210000000
外国語,3926,イ　これまでに学習した外国語との関連に留意して，指導計画を適切に作成すること。,8GH0206220000000
外国語,3927,ウ　外国語科を設ける場合は，生徒の障害の状態や実態に応じて，指導目標を適切に定め，３年間を通して外国語科の目標の実現を図るようにすること。,8GH0206230000000
外国語,3928,エ　指導内容や活動については，生徒の興味や関心，経験などに合ったものとし，他の教科等で学習したことを活用したり，学校行事で扱う内容と関 連付けたりするなどの工夫により，指導の効果を高めるようにすること。,8GH0206240000000
外国語,3929,オ　指導計画の作成や授業の実施に当たっては，ネイティブ・スピーカーや英語が堪能な地域人材などの協力を得る等，指導体制等の充実を図るとともに，指導方法の工夫を行うこと。,8GH0206250000000
外国語,3930,カ  外国語を通して他者とコミュニケーションを図ることの必要性や楽しさを味わうことができるよう工夫すること。,8GH0206260000000
外国語,3931,(3) ２の各段階の内容の取扱いについては，次の事項に配慮するものとする。,8GH0206300000000
外国語,3932,ア　言語材料については，生徒に身近で簡単なものから扱うようにするとともに，語句，連語及び慣用表現については活用頻度の高いものを用い，必要に応じて繰り返し活用しながら体験的な理解を図るようにすること。,8GH0206310000000
外国語,3933,イ　１段階のウの②に示す事項については，２段階においても指導すること。,8GH0206320000000
外国語,3934,ウ　生徒の実態や教材の内容などに応じて，情報機器等を有効に活用し適切な言語材料を十分に提供できるようにすること。,8GH0206330000000
情報,3935,〔情報〕,8GI0200000000000
情報,3936,"１　目標
情報に関する科学的な見方・考え方を働かせ，身近にある情報機器の操作の習得を図りながら，問題の解決を行う学習活動を通して，問題を知り，問題の解決に向けて情報と情報技術を適切かつ効果的に活用し，情報社会に主体的に参画するための資質・能力を次のとおり育成することを目指す。",8GI0202000000000
情報,3937,(1) 身近にある情報と情報技術及びこれらを活用して問題を知り，問題を解決する方法について理解し，基礎的な技能を身に付けるとともに，情報社会と人との関わりについて理解できるようにする。,8GI0202100000000
情報,3938,(2) 身近な事象を情報とその結び付きとして捉え，問題を知り，問題を解決するために必要な情報と情報技術を適切かつ効果的に活用する力を養う。,8GI0202200000000
情報,3939,(3) 身近にある情報や情報技術を適切に活用するとともに，情報社会に参画しようとする態度を養う。,8GI0202300000000
情報,3940,２　各段階の目標及び内容,8GI0204000000000
情報,3941,○１段階,8GI02a4000000000
情報,3942,(1) 目標,8GI02a4100000000
情報,3943,ア　効果的なコミュニケーションの方法や，身近にあるコンピュータやデータの活用について知り，基礎的な技能を身に付けるとともに，情報社会と人との関わりについて知る。,8GI02a4110000000
情報,3944,イ　身近な事象を情報とその結び付きとして捉え，問題を知り，問題を解決するために必要な情報と情報技術を活用する力を養う。,8GI02a4120000000
情報,3945,ウ　身近にある情報や情報技術を活用するとともに，情報社会に関わろうとする態度を養う。,8GI02a4130000000
情報,3946,(2) 内容,8GI02a4200000000
情報,3947,"Ａ　情報社会の問題解決
身近にある情報や情報技術を活用して問題を知り，問題を解決する方法に着目し，解決に向けた活動を通して，次の事項を身に付けることができるよう指導する。",8GI02a4210000000
情報,3948,ア  次のような知識及び技能を身に付けること。,8GI02a4211000000
情報,3949,(ア) 身近にある情報やメディアの基本的な特性及びコンピュータ等の情報機器の基本的な用途，操作方法及び仕組みを知り，情報と情報技術を活用して問題を知り，問題を解決する方法を身に付けること。,8GI02a4211100000
情報,3950,(イ)  情報に関する身近で基本的な，法規や制度，情報セキュリティの重要性，情報社会における個人の責任及び情報モラルについて知ること。,8GI02a4211200000
情報,3951,(ウ) 身近にある情報技術が人や社会に果たす役割と及ぼす影響について知ること。,8GI02a4211300000
情報,3952,イ　次のような思考力，判断力，表現力等を身に付けること。,8GI02a4212000000
情報,3953,(ア) 目的や状況に応じて，身近にある情報や情報技術を活用して問題を知り，問題を解決する方法について考えること。,8GI02a4212100000
情報,3954,(イ) 情報に関する身近で基本的な，法規や制度及びマナーの意義，情報社会において個人の果たす役割や責任，情報モラルなどについて考えること。,8GI02a4212200000
情報,3955,(ウ) 身近にある情報や情報技術の活用について考えること。,8GI02a4212300000
情報,3956,"Ｂ　コミュニケーションと情報デザイン
身近なメディアとコミュニケーション手段及び情報デザインに着目し， 目的や状況に応じて受け手に分かりやすく情報を伝える活動を通して，次の事項を身に付けることができるよう指導する。",8GI02a4220000000
情報,3957,ア  次のような知識及び技能を身に付けること。,8GI02a4221000000
情報,3958,(ア) 身近なメディアの基本的な特性とコミュニケーション手段の基本的な特徴について，その変遷を踏まえて知ること。,8GI02a4221100000
情報,3959,(イ) 身近にある情報デザインが人や社会に果たしている役割を知ること。,8GI02a4221200000
情報,3960,(ウ) 身近にある情報デザインから，効果的なコミュニケーションを行うための情報デザインの基本的な考え方や方法を知り，表現する基礎的な技能を身に付けること。,8GI02a4221300000
情報,3961,イ　次のような思考力，判断力，表現力等を身に付けること。,8GI02a4222000000
情報,3962,(ア) 身近なメディアとコミュニケーション手段の関係を考えること。,8GI02a4222100000
情報,3963,(イ) コミュニケーションの目的に合わせて，必要な情報が伝わるような情報デザインを考えること。,8GI02a4222200000
情報,3964,(ウ) 効果的なコミュニケーションを行うための情報デザインの基本的な考え方や方法に基づいて，表現の仕方を工夫すること。,8GI02a4222300000
情報,3965,"Ｃ　情報通信ネットワークとデータの活用
情報通信ネットワークを介して流通するデータに着目して，情報通信ネットワークや情報システムにより提供されるサービスを利用し，問題を知り，問題の解決に向けた活動を通して，次の事項を身に付けることができるよう指導する。",8GI02a4230000000
情報,3966,ア　次のような知識及び技能を身に付けること。,8GI02a4231000000
情報,3967,(ア) 情報通信ネットワークの基本的な仕組みや情報セキュリティを確保するための基本的な方法について知ること。,8GI02a4231100000
情報,3968,(イ) 身近なデータを蓄積，管理，提供する基本的な方法，情報通信ネットワークを介した情報システムによるサービスの提供に関する基本的な仕組みと特徴について知ること。,8GI02a4231200000
情報,3969,(ウ) データを表現，蓄積するための基本的な表し方と，データを収集， 整理する基本的な方法について知り，基礎的な技能を身に付けること。,8GI02a4231300000
情報,3970,イ　次のような思考力，判断力，表現力等を身に付けること。,8GI02a4232000000
情報,3971,(ア) 情報通信ネットワークにおける情報セキュリティを確保する基本的な方法について考えること。,8GI02a4232100000
情報,3972,(イ) 情報システムが提供するサービスの利用について考えること。,8GI02a4232200000
情報,3973,(ウ) データの収集，整理及び結果の表現の基本的な方法を適切に選択し， 実行すること。,8GI02a4232300000
情報,3974,○２段階,8GI02b4000000000
情報,3975,(1)目標,8GI02b4100000000
情報,3976,ア　効果的なコミュニケーションの方法や，身近にあるコンピュータやデータの活用について理解し，基礎的な技能を身に付けるとともに，情報社会と人との関わりについて理解する。,8GI02b4110000000
情報,3977,イ　身近な事象を情報とその結び付きとして捉え，問題を知り，問題を解決するために必要な情報と情報技術を適切かつ効果的に活用する力を養う。,8GI02b4120000000
情報,3978,ウ　身近にある情報や情報技術を適切に活用するとともに，情報社会に参画しようとする態度を養う。,8GI02b4130000000
情報,3979,(2) 内容,8GI02b4200000000
情報,3980,"Ａ  情報社会の問題解決
身近にある情報や情報技術を活用して問題を知り，問題を解決する方法に着目し，解決に向けた活動を通して，次の事項を身に付けることができるよう指導する。",8GI02b4210000000
情報,3981,ア　次のような知識及び技能を身に付けること。,8GI02b4211000000
情報,3982,(ア) 身近にある情報やメディアの基本的な特性及びコンピュータ等の情報機器の基本的な用途，操作方法及び仕組みを踏まえ，情報と情報技術を活用して問題を知り，問題を解決する方法を身に付けること。,8GI02b4211100000
情報,3983,(イ) 情報に関する身近で基本的な，法規や制度，情報セキュリティの重要性，情報社会における個人の責任及び情報モラルについて理解すること。,8GI02b4211200000
情報,3984,(ウ) 身近にある情報技術が人や社会に果たす役割と及ぼす影響について基本的な理解をすること。,8GI02b4211300000
情報,3985,イ　次のような思考力，判断力，表現力等を身に付けること。,8GI02b4212000000
情報,3986,(ア) 目的や状況に応じて，身近にある情報や情報技術を適切かつ効果的に活用して問題を知り，問題を解決する方法について考えること。,8GI02b4212100000
情報,3987,(イ) 情報に関する身近で基本的な，法規や制度及びマナーの意義，情報社会において個人の果たす役割や責任，情報モラルなどについて，それらの背景を捉え，考えること。,8GI02b4212200000
情報,3988,(ウ) 身近にある情報や情報技術の適切かつ効果的な活用と望ましい情報社会の在り方について考えること。,8GI02b4212300000
情報,3989,"Ｂ　コミュニケーションと情報デザイン
身近なメディアとコミュニケーション手段及び情報デザインに着目し， 目的や状況に応じて受け手に分かりやすく情報を伝える活動を通して，次の事項を身に付けることができるよう指導する。",8GI02b4220000000
情報,3990,ア  次のような知識及び技能を身に付けること。,8GI02b4221000000
情報,3991,(ア) 身近なメディアの基本的な特性とコミュニケーション手段の基本的な特徴について，その変遷を踏まえて理解すること。,8GI02b4221100000
情報,3992,(イ) 身近にある情報デザインが人や社会に果たしている役割を理解すること。,8GI02b4221200000
情報,3993,(ウ) 身近にある情報デザインから，効果的なコミュニケーションを行うための情報デザインの基本的な考え方や方法を理解し表現する基礎的な技能を身に付けること。,8GI02b4221300000
情報,3994,イ　次のような思考力，判断力，表現力等を身に付けること。,8GI02b4222000000
情報,3995,(ア) 身近なメディアとコミュニケーション手段の関係を捉え，それらを目的や状況に応じて適切に選択すること。,8GI02b4222100000
情報,3996,(イ) コミュニケーションの目的に合わせて，適切かつ効果的な情報デザインを考えること。,8GI02b4222200000
情報,3997,(ウ) 効果的なコミュニケーションを行うための情報デザインの基本的な考え方や方法に基づいて表現し，振り返り，表現を見直すこと。,8GI02b4222300000
情報,3998,"Ｃ  情報通信ネットワークとデータの活用
情報通信ネットワークを介して流通するデータに着目して，情報通信ネットワークや情報システムにより提供されるサービスを活用し，問題を知り，問題の解決に向けた活動を通して，次の事項を身に付けることができるよう指導する。",8GI02b4230000000
情報,3999,ア　次のような知識及び技能を身に付けること。,8GI02b4231000000
情報,4000,(ア) 情報通信ネットワークの基本的な仕組みや情報セキュリティを確保するための基本的な方法について理解すること。,8GI02b4231100000
情報,4001,(イ) 身近なデータを蓄積，管理，提供する基本的な方法，情報通信ネットワークを介した情報システムによるサービスの提供に関する基本的な仕組みと特徴について理解すること。,8GI02b4231200000
情報,4002,(ウ) データを表現，蓄積するための基本的な表し方と，データを収集， 整理，分析する基本的な方法について理解し，基礎的な技能を身に付けること。,8GI02b4231300000
情報,4003,イ  次のような思考力，判断力，表現力等を身に付けること。,8GI02b4232000000
情報,4004,(ア) 目的や状況に応じて，情報通信ネットワークにおける情報セキュリティを確保する基本的な方法について考えること。,8GI02b4232100000
情報,4005,(イ) 情報システムが提供するサービスの効果的な活用について考えること。,8GI02b4232200000
情報,4006,(ウ) データの収集，整理，分析及び結果の表現の基本的な方法を適切に選択し，実行し，振り返り，表現を見直すこと。,8GI02b4232300000
情報,4007,３　指導計画の作成と内容の取扱い,8GI0206000000000
情報,4008,(1) 指導計画の作成に当たっては，次の事項に配慮するものとする。,8GI0206100000000
情報,4009,ア  単元など内容や時間のまとまりを見通して，その中で育む資質・能力の育成に向けて，生徒の主体的・対話的で深い学びの実現を図るようにすること。その際，情報に関する科学的な見方・考え方を働かせ，情報と情報技術を活用して問題を知り，主体的，協働的に制作や話合いなどを行うことを通して解決策を考えるなどの探究的な学習活動の充実を図ること。,8GI0206110000000
情報,4010,イ　学習の基盤となる情報活用能力が，中学部や中学校までの各教科等において，教科等横断的な視点から育成されてきたことを踏まえ，情報科の学習を通して生徒の情報活用能力を更に高めるようにすること。また，他の各教科等の学習において情報活用能力を生かし高めることができるよう，他の各教科等との連携を図ること。,8GI0206120000000
情報,4011,ウ　情報科を設ける場合は，生徒の障害の状態や実態に応じて，指導目標を適切に定め，３年間を通して情報科の目標の実現を図るようにすること。,8GI0206130000000
情報,4012,エ  社会科，数学科及び職業科などの内容との関連を図るとともに，教科の目標に即した調和のとれた指導が行われるように留意すること。,8GI0206140000000
情報,4013,(2) ２の各段階の内容の取扱いについては，次の事項に配慮するものとする。 ,8GI0206200000000
情報,4014,ア　情報の信頼性や信憑性を確認する基礎的な能力の育成を図るとともに，知的財産や個人情報の保護と活用など，情報モラルの育成を図ること。,8GI0206210000000
情報,4015,イ　目標及び内容等に即して，コンピュータや情報通信ネットワークなどを活用した実習を積極的に取り入れ，身近にある情報機器の操作の習得を図ること。その際，必要な情報機器やネットワーク環境を整えるとともに，内容のまとまりや学習活動，学校や生徒の実態に応じて，適切なソフトウェア，外部装置などを選択すること。,8GI0206220000000
情報,4016,ウ　思考力，判断力，表現力等を育成するため，情報と情報技術を活用して問題を知り，問題を解決する過程において，考えたり，調べたりしたことを説明したり記述したりするなどの言語活動の充実を図ること。,8GI0206230000000
情報,4017,エ　情報機器を活用した学習を行うに当たっては，照明やコンピュータの使用時間などに留意するとともに，生徒が自らの健康に留意し望ましい習慣を身に付けることができるよう配慮すること。,8GI0206240000000
情報,4018,オ　授業で扱う具体例，教材・教具などについては，生活に関連の深いものを取り上げるとともに，情報技術の進展に対応して適宜見直しを図ること。,8GI0206250000000
情報,4019,カ　「Ａ情報社会の問題解決」については，この教科の導入として位置付け，「Ｂ コミュニケーションと情報デザイン」や「Ｃ情報通信ネットワークとデータの活用」との関連性に配慮すること。,8GI0206260000000
情報,4020,キ　「Ｃ情報通信ネットワークとデータの活用」のアのア及びイのアについては，身近にある情報機器を操作し，情報セキュリティを確保する活動を取り入れること。,8GI0206270000000
各教科（専門）,4021,第２款　主として専門学科において開設される各教科の目標及び内容,8Go0200000000000
家政,4022,〔家政〕,8GV0200000000000
家政,4023,"１　目標
家庭の生活に関わる産業の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，生活の質の向上と社会の発展に寄与する職業人として必要な資質・能力を次のとおり育成することを目指す。",8GV0202000000000
家政,4024,(1) 生活産業に関することについて理解するとともに，関連する技術を身に付けるようにする。,8GV0202100000000
家政,4025,(2) 生活産業に関する課題を発見し，職業人に求められる倫理観を踏まえ課題を解決する力を養う。,8GV0202200000000
家政,4026,(3) 職業人として必要な豊かな人間性を育み，よりよい社会の構築を目指して自ら学び，社会貢献に主体的かつ協働的に取り組む態度を養う。,8GV0202300000000
家政,4027,"２　内容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",8GV0203000000000
家政,4028,〔指導項目〕,8GV0203100000000
家政,4029,(1) 生活産業の概要,8GV0203110000000
家政,4030,ア  生活産業の意義と役割,8GV0203111000000
家政,4031,イ　生活産業の基礎,8GV0203112000000
家政,4032,ウ  使用する器具や機械，コンピュータ等の情報機器の取扱い,8GV0203113000000
家政,4033,(2) 被服,8GV0203120000000
家政,4034,ア  被服の機能と基本的な構成,8GV0203121000000
家政,4035,イ　被服製作の工程,8GV0203122000000
家政,4036,(3) クリーニング,8GV0203130000000
家政,4037,ア  クリーニングの種類と特徴,8GV0203131000000
家政,4038,イ　クリーニングの工程,8GV0203132000000
家政,4039,(4) 手芸,8GV0203140000000
家政,4040,ア  手芸の種類と特徴,8GV0203141000000
家政,4041,イ  刺しゅう，編物，染色，織物及びその他の手芸に係る製作,8GV0203142000000
家政,4042,(5) 調理,8GV0203150000000
家政,4043,ア  食品の種類とその特徴,8GV0203151000000
家政,4044,イ　栄養と栄養素,8GV0203152000000
家政,4045,ウ  調理における衛生管理,8GV0203153000000
家政,4046,エ　調理の工程,8GV0203154000000
家政,4047,(6) 住居,8GV0203160000000
家政,4048,ア  住居の機能や室内環境,8GV0203161000000
家政,4049,イ　住居の管理,8GV0203162000000
家政,4050,ウ  インテリア,8GV0203163000000
家政,4051,(7) 保育,8GV0203170000000
家政,4052,ア  子供の発達と生活,8GV0203171000000
家政,4053,イ　子供との関わり,8GV0203172000000
家政,4054,(8) 家庭看護,8GV0203180000000
家政,4055,ア  病気の予防や疾病の状態,8GV0203181000000
