,教科等,学習指導要領テキスト
3456,特別の教科　道徳,"〔第５学年及び第６学年〕 
より高い目標を立て，希望と勇気をもち，困難があってもくじけずに努力して物事をやり抜くこと。"
3457,特別の教科　道徳,［真理の探究］
3458,特別の教科　道徳,"〔第５学年及び第６学年〕 
真理を大切にし，物事を探究しようとする心をもつこと。"
3459,特別の教科　道徳,Ｂ　主として人との関わりに関すること
3460,特別の教科　道徳,［親切，思いやり］
3461,特別の教科　道徳,"〔第１学年及び第２学年〕
身近にいる人に温かい心で接し，親切にすること。"
3462,特別の教科　道徳,"〔第３学年及び第４学年〕 
相手のことを思いやり，進んで親切にすること。"
3463,特別の教科　道徳,"〔第５学年及び第６学年〕 
誰に対しても思いやりの心をもち，相手の立場に立って親切にすること。"
3464,特別の教科　道徳,［感謝］
3465,特別の教科　道徳,"〔第１学年及び第２学年〕
家族など日頃世話になっている人々に感謝すること。"
3466,特別の教科　道徳,"〔第３学年及び第４学年〕
家族など生活を支えてくれている人々や現在の生活を築いてくれた高齢者に，尊敬と感謝の気持ちをもって接すること。"
3467,特別の教科　道徳,"〔第５学年及び第６学年〕 
日々の生活が家族や過去からの多くの人々の支え合いや助け合いで成り立っていることに感謝し，それに応えること。"
3468,特別の教科　道徳,［礼儀］
3469,特別の教科　道徳,"〔第１学年及び第２学年〕
気持ちのよい挨拶，言葉遣い，動作などに心掛けて，明るく接すること。"
3470,特別の教科　道徳,"〔第３学年及び第４学年〕
礼儀の大切さを知り，誰に対しても真心をもって接すること。"
3471,特別の教科　道徳,"〔第５学年及び第６学年〕 
時と場をわきまえて，礼儀正しく真心をもって接すること。"
3472,特別の教科　道徳,［友情，信頼］
3473,特別の教科　道徳,"〔第１学年及び第２学年〕
友達と仲よくし，助け合うこと。"
3474,特別の教科　道徳,"〔第３学年及び第４学年〕
友達と互いに理解し，信頼し，助け合うこと。"
3475,特別の教科　道徳,"〔第５学年及び第６学年〕 
友達と互いに信頼し，学び合って友情を深め，異性についても理解しながら，人間関係を築いていくこと。"
3476,特別の教科　道徳,［相互理解，寛容］
3477,特別の教科　道徳,"〔第３学年及び第４学年〕
自分の考えや意見を相手に伝えるとともに，相手のことを理解し，自分と異なる意見も大切にすること。"
3478,特別の教科　道徳,"〔第５学年及び第６学年〕 
自分の考えや意見を相手に伝えるとともに，謙虚な心をもち，広い心で自分と異なる意見や立場を尊重すること。"
3479,特別の教科　道徳,Ｃ　主として集団や社会との関わりに関すること
3480,特別の教科　道徳,［規則の尊重］
3481,特別の教科　道徳,"〔第１学年及び第２学年〕
約束やきまりを守り，みんなが使う物を大切にすること。"
3482,特別の教科　道徳,"〔第３学年及び第４学年〕
約束や社会のきまりの意義を理解し，それらを守ること。"
3483,特別の教科　道徳,"〔第５学年及び第６学年〕 
法やきまりの意義を理解した上で進んでそれらを守り，自他の権利を大切にし，義務を果たすこと。"
3484,特別の教科　道徳,［公正，公平，社会正義］
3485,特別の教科　道徳,"〔第１学年及び第２学年〕
自分の好き嫌いにとらわれないで接すること。"
3486,特別の教科　道徳,"〔第３学年及び第４学年〕
誰に対しても分け隔てをせず，公正，公平な態度で接すること。"
3487,特別の教科　道徳,"〔第５学年及び第６学年〕 
誰に対しても差別をすることや偏見をもつことなく，公正，公平な態度で接し，正義の実現に努めること。"
3488,特別の教科　道徳,［勤労，公共の精神］
3489,特別の教科　道徳,"〔第１学年及び第２学年〕
働くことのよさを知り，みんなのために働くこと。"
3490,特別の教科　道徳,"〔第３学年及び第４学年〕
働くことの大切さを知り，進んでみんなのために働くこと。"
3491,特別の教科　道徳,"〔第５学年及び第６学年〕 
働くことや社会に奉仕することの充実感を味わうとともに，その意義を理解し，公共のために役に立つことをすること。"
3492,特別の教科　道徳,［家族愛，家庭生活の充実］
3493,特別の教科　道徳,"〔第１学年及び第２学年〕
父母，祖父母を敬愛し，進んで家の手伝いなどをして，家族の役に立つこと。"
3494,特別の教科　道徳,"〔第３学年及び第４学年〕
父母，祖父母を敬愛し，家族みんなで協力し合って楽しい家庭をつくること。"
3495,特別の教科　道徳,"〔第５学年及び第６学年〕 
父母，祖父母を敬愛し，家族の幸せを求めて，進んで役に立つことをすること。"
3496,特別の教科　道徳,［よりよい学校生活，集団生活の充実］
3497,特別の教科　道徳,"〔第１学年及び第２学年〕
先生を敬愛し，学校の人々に親しんで，学級や学校の生活を楽しくすること。"
3498,特別の教科　道徳,"〔第３学年及び第４学年〕
先生や学校の人々を敬愛し，みんなで協力し合って楽しい学級や学校をつくること。"
3499,特別の教科　道徳,"〔第５学年及び第６学年〕 
先生や学校の人々を敬愛し，みんなで協力し合ってよりよい学級や学校をつくるとともに，様々な集団の中での自分の役割を自覚して集団生活の充実に努めること。"
3500,特別の教科　道徳,［伝統と文化の尊重，国や郷土を愛する態度］
3501,特別の教科　道徳,"〔第１学年及び第２学年〕
我が国や郷土の文化と生活に親しみ，愛着をもつこと。"
3502,特別の教科　道徳,"〔第３学年及び第４学年〕
我が国や郷土の伝統と文化を大切にし，国や郷土を愛する心をもつこと。"
3503,特別の教科　道徳,"〔第５学年及び第６学年〕 
我が国や郷土の伝統と文化を大切にし，先人の努力を知り，国や郷土を愛する心をもつこと。"
3504,特別の教科　道徳,［国際理解，国際親善］
3505,特別の教科　道徳,"〔第１学年及び第２学年〕
他国の人々や文化に親しむこと。"
3506,特別の教科　道徳,"〔第３学年及び第４学年〕
他国の人々や文化に親しみ，関心をもつこと。"
3507,特別の教科　道徳,"〔第５学年及び第６学年〕 
他国の人々や文化について理解し，日本人としての自覚をもって国際親善に努めること。"
3508,特別の教科　道徳,Ｄ　主として生命や自然，崇高なものとの関わりに関すること
3509,特別の教科　道徳,［生命の尊さ］
3510,特別の教科　道徳,"〔第１学年及び第２学年〕
生きることのすばらしさを知り，生命を大切にすること。"
3511,特別の教科　道徳,"〔第３学年及び第４学年〕
生命の尊さを知り，生命あるものを大切にすること。"
3512,特別の教科　道徳,"〔第５学年及び第６学年〕 
生命が多くの生命のつながりの中にあるかけがえのないものであることを理解し，生命を尊重すること。"
3513,特別の教科　道徳,［自然愛護］
3514,特別の教科　道徳,"〔第１学年及び第２学年〕
身近な自然に親しみ，動植物に優しい心で接すること。"
3515,特別の教科　道徳,"〔第３学年及び第４学年〕
自然のすばらしさや不思議さを感じ取り，自然や動植物を大切にすること。"
3516,特別の教科　道徳,"〔第５学年及び第６学年〕 
自然の偉大さを知り，自然環境を大切にすること。"
3517,特別の教科　道徳,［感動，畏敬の念］
3518,特別の教科　道徳,"〔第１学年及び第２学年〕
美しいものに触れ，すがすがしい心をもつこと。"
3519,特別の教科　道徳,"〔第３学年及び第４学年〕
美しいものや気高いものに感動する心をもつこと。"
3520,特別の教科　道徳,"〔第５学年及び第６学年〕 
美しいものや気高いものに感動する心や人間の力を超えたものに対する畏敬の念をもつこと。"
3521,特別の教科　道徳,［よりよく生きる喜び］
3522,特別の教科　道徳,"〔第５学年及び第６学年〕 
よりよく生きようとする人間の強さや気高さを理解し，人間として生きる喜びを感じること。"
3523,特別の教科　道徳,第３　指導計画の作成と内容の取扱い
3524,特別の教科　道徳,１　各学校においては，道徳教育の全体計画に基づき，各教科，外国語活動，総合的な学習の時間及び特別活動との関連を考慮しながら，道徳科の年間指導計画を作成するものとする。なお，作成に当たっては，第２に示す各学年段階の内容項目について，相当する各学年において全て取り上げることとする。その際，児童や学校の実態に応じ，２学年間を見通した重点的な指導や内容項目間の関連を密にした指導，一つの内容項目を複数の時間で扱う指導を取り入れるなどの工夫を行うものとする。
3525,特別の教科　道徳,２　第２の内容の指導に当たっては，次の事項に配慮するものとする。
3526,特別の教科　道徳,(1) 校長や教頭などの参加，他の教師との協力的な指導などについて工夫し，道徳教育推進教師を中心とした指導体制を充実すること。
3527,特別の教科　道徳,(2) 道徳科が学校の教育活動全体を通じて行う道徳教育の要としての役割を果たすことができるよう，計画的・発展的な指導を行うこと。特に，各教科，外国語活動，総合的な学習の時間及び特別活動における道徳教育としては取り扱う機会が十分でない内容項目に関わる指導を補うことや，児童や学校の実態等を踏まえて指導をより一層深めること，内容項目の相互の関連を捉え直したり発展させたりすることに留意すること。
3528,特別の教科　道徳,(3) 児童が自ら道徳性を養う中で，自らを振り返って成長を実感したり，これからの課題や目標を見付けたりすることができるよう工夫すること。その際，道徳性を養うことの意義について，児童自らが考え，理解し，主体的に学習に取り組むことができるようにすること。
3529,特別の教科　道徳,(4) 児童が多様な感じ方や考え方に接する中で，考えを深め，判断し，表現する力などを育むことができるよう，自分の考えを基に話し合ったり書いたりするなどの言語活動を充実すること。
3530,特別の教科　道徳,(5) 児童の発達の段階や特性等を考慮し，指導のねらいに即して，問題解決的な学習，道徳的行為に関する体験的な学習等を適切に取り入れるなど，指導方法を工夫すること。その際，それらの活動を通じて学んだ内容の意義などについて考えることができるようにすること。また，特別活動等における多様な実践活動や体験活動も道徳科の授業に生かすようにすること。
3531,特別の教科　道徳,(6) 児童の発達の段階や特性等を考慮し，第２に示す内容との関連を踏まえつつ，情報モラルに関する指導を充実すること。また，児童の発達の段階や特性等を考慮し，例えば，社会の持続可能な発展などの現代的な課題の取扱いにも留意し，身近な社会的課題を自分との関係において考え，それらの解決に寄与しようとする意欲や態度を育てるよう努めること。なお，多様な見方や考え方のできる事柄について，特定の見方や考え方に偏った指導を行うことのないようにすること。
3532,特別の教科　道徳,(7) 道徳科の授業を公開したり，授業の実施や地域教材の開発や活用などに家庭や地域の人々，各分野の専門家等の積極的な参加や協力を得たりするなど，家庭や地域社会との共通理解を深め，相互の連携を図ること。
3533,特別の教科　道徳,３　教材については，次の事項に留意するものとする。
3534,特別の教科　道徳,(1) 児童の発達の段階や特性，地域の実情等を考慮し，多様な教材の活用に努めること。特に，生命の尊厳，自然，伝統と文化，先人の伝記，スポーツ，情報化への対応等の現代的な課題などを題材とし，児童が問題意識をもって多面的・多角的に考えたり，感動を覚えたりするような充実した教材の開発や活用を行うこと。
3535,特別の教科　道徳,(2) 教材については，教育基本法や学校教育法その他の法令に従い，次の観点に照らし適切と判断されるものであること。
3536,特別の教科　道徳,ア　児童の発達の段階に即し，ねらいを達成するのにふさわしいものであること。
3537,特別の教科　道徳,イ　人間尊重の精神にかなうものであって，悩みや葛藤等の心の揺れ，人間関係の理解等の課題も含め，児童が深く考えることができ，人間としてよりよく生きる喜びや勇気を与えられるものであること。
3538,特別の教科　道徳,ウ　多様な見方や考え方のできる事柄を取り扱う場合には，特定の見方や考え方に偏った取扱いがなされていないものであること。
3539,特別の教科　道徳,４　児童の学習状況や道徳性に係る成長の様子を継続的に把握し，指導に生かすよう努める必要がある。ただし，数値などによる評価は行わないものとする。?
3540,外国語活動,第４章　外国語活動
3541,外国語活動,"第１　目標
外国語によるコミュニケーションにおける見方・考え方を働かせ，外国語による聞くこと，話すことの言語活動を通して，コミュニケーションを図る素地となる資質・能力を次のとおり育成することを目指す。"
3542,外国語活動,(1) 外国語を通して，言語や文化について体験的に理解を深め，日本語と外国語との音声の違い等に気付くとともに，外国語の音声や基本的な表現に慣れ親しむようにする。
3543,外国語活動,(2) 身近で簡単な事柄について，外国語で聞いたり話したりして自分の考えや気持ちなどを伝え合う力の素地を養う。
3544,外国語活動,(3) 外国語を通して，言語やその背景にある文化に対する理解を深め，相手に配慮しながら，主体的に外国語を用いてコミュニケーションを図ろうとする態度を養う。
3545,外国語活動,第２　各言語の目標及び内容等
3546,外国語活動,英語
3547,外国語活動,"１　目標
英語学習の特質を踏まえ，以下に示す，聞くこと，話すこと［やり取り］，話すこと［発表］の三つの領域別に設定する目標の実現を目指した指導を通して，第１の(1)及び(2)に示す資質・能力を一体的に育成するとともに，その過程を通して，第１の(3)に示す資質・能力を育成する。"
3548,外国語活動,(1) 聞くこと
3549,外国語活動,ア  ゆっくりはっきりと話された際に，自分のことや身の回りの物を表す簡単な語句を聞き取るようにする。
3550,外国語活動,イ  ゆっくりはっきりと話された際に，身近で簡単な事柄に関する基本的な表現の意味が分かるようにする。
3551,外国語活動,ウ  文字の読み方が発音されるのを聞いた際に，どの文字であるかが分かるようにする。
3552,外国語活動,(2) 話すこと［やり取り］
3553,外国語活動,ア  基本的な表現を用いて挨拶，感謝，簡単な指示をしたり，それらに応じたりするようにする。
3554,外国語活動,イ  自分のことや身の回りの物について，動作を交えながら，自分の考えや気持ちなどを，簡単な語句や基本的な表現を用いて伝え合うようにする。
3555,外国語活動,ウ  サポートを受けて，自分や相手のこと及び身の回りの物に関する事柄について，簡単な語句や基本的な表現を用いて質問をしたり質問に答えたりするようにする。
3556,外国語活動,(3) 話すこと［発表］
3557,外国語活動,ア  身の回りの物について，人前で実物などを見せながら，簡単な語句や基本的な表現を用いて話すようにする。
3558,外国語活動,イ  自分のことについて，人前で実物などを見せながら，簡単な語句や基本的な表現を用いて話すようにする。
3559,外国語活動,ウ　日常生活に関する身近で簡単な事柄について，人前で実物などを見せながら，自分の考えや気持ちなどを，簡単な語句や基本的な表現を用いて話すようにする。
3560,外国語活動,２　内容
3561,外国語活動,〔第３学年及び第４学年〕
3562,外国語活動,〔知識及び技能〕
3563,外国語活動,"(1) 英語の特徴等に関する事項
実際に英語を用いた言語活動を通して，次の事項を体験的に身に付けることができるよう指導する。"
3564,外国語活動,ア　言語を用いて主体的にコミュニケーションを図ることの楽しさや大切さを知ること。
3565,外国語活動,イ　日本と外国の言語や文化について理解すること。
3566,外国語活動,(ｱ) 英語の音声やリズムなどに慣れ親しむとともに，日本語との違いを知り，言葉の面白さや豊かさに気付くこと。
3567,外国語活動,(ｲ) 日本と外国との生活や習慣，行事などの違いを知り，多様な考え方があることに気付くこと。
3568,外国語活動,(ｳ) 異なる文化をもつ人々との交流などを体験し，文化等に対する理解を深めること。
3569,外国語活動,〔思考力，判断力，表現力等〕
3570,外国語活動,"(2) 情報を整理しながら考えなどを形成し，英語で表現したり，伝え合ったりすることに関する事項
具体的な課題等を設定し，コミュニケーションを行う目的や場面，状況などに応じて，情報や考えなどを表現することを通して，次の事項を身に付けることができるよう指導する。"
3571,外国語活動,ア　自分のことや身近で簡単な事柄について，簡単な語句や基本的な表現を使って，相手に配慮しながら，伝え合うこと。
3572,外国語活動,イ　身近で簡単な事柄について，自分の考えや気持ちなどが伝わるよう，工夫して質問をしたり質問に答えたりすること。
3573,外国語活動,(3) 言語活動及び言語の働きに関する事項
3574,外国語活動,"①　言語活動に関する事項
(2)に示す事項については，(1)に示す事項を活用して，例えば次のような言語活動を通して指導する。"
3575,外国語活動,ア　聞くこと
3576,外国語活動,(ｱ) 身近で簡単な事柄に関する短い話を聞いておおよその内容を分かったりする活動。
3577,外国語活動,(ｲ) 身近な人や身の回りの物に関する簡単な語句や基本的な表現を聞いて，それらを表すイラストや写真などと結び付ける活動。
3578,外国語活動,(ｳ) 文字の読み方が発音されるのを聞いて，活字体で書かれた文字と結び付ける活動。
3579,外国語活動,イ　話すこと［やり取り］
3580,外国語活動,(ｱ) 知り合いと簡単な挨拶を交わしたり，感謝や簡単な指示，依頼をして，それらに応じたりする活動。
3581,外国語活動,(ｲ) 自分のことや身の回りの物について，動作を交えながら，好みや要求などの自分の気持ちや考えなどを伝え合う活動。
3582,外国語活動,(ｳ) 自分や相手の好み及び欲しい物などについて，簡単な質問をしたり質問に答えたりする活動。
3583,外国語活動,ウ　話すこと［発表］
3584,外国語活動,(ｱ) 身の回りの物の数や形状などについて，人前で実物やイラスト，写真などを見せながら話す活動。
3585,外国語活動,(ｲ) 自分の好き嫌いや，欲しい物などについて，人前で実物やイラスト，写真などを見せながら話す活動。
3586,外国語活動,(ｳ) 時刻や曜日，場所など，日常生活に関する身近で簡単な事柄について，人前で実物やイラスト，写真などを見せながら，自分の考えや気持ちなどを話す活動。
3587,外国語活動,"②  言語の働きに関する事項
言語活動を行うに当たり，主として次に示すような言語の使用場面や言語の働きを取り上げるようにする。"
3588,外国語活動,ア　言語の使用場面の例
3589,外国語活動,(ｱ) 児童の身近な暮らしに関わる場面
3590,外国語活動,・　家庭での生活　
3591,外国語活動,・　学校での学習や活動
3592,外国語活動,・　地域の行事
3593,外国語活動,・　子供の遊び
3594,外国語活動,など
3595,外国語活動,(ｲ) 特有の表現がよく使われる場面
3596,外国語活動,・　挨拶
3597,外国語活動,・　自己紹介
3598,外国語活動,・　買物
3599,外国語活動,・　食事
3600,外国語活動,・　道案内
3601,外国語活動,など
3602,外国語活動,イ　言語の働きの例
3603,外国語活動,(ｱ) コミュニケーションを円滑にする
3604,外国語活動,・　挨拶をする
3605,外国語活動,・　相づちを打つ
3606,外国語活動,など
3607,外国語活動,(ｲ) 気持ちを伝える
3608,外国語活動,・　礼を言う
3609,外国語活動,・　褒める
3610,外国語活動,など
3611,外国語活動,(ｳ) 事実・情報を伝える
3612,外国語活動,・　説明する
3613,外国語活動,・　答える
3614,外国語活動,など
3615,外国語活動,(ｴ) 考えや意図を伝える
3616,外国語活動,・　申し出る
3617,外国語活動,・　意見を言う
3618,外国語活動,など
3619,外国語活動,(ｵ) 相手の行動を促す
3620,外国語活動,・　質問する
3621,外国語活動,・　依頼する
3622,外国語活動,・　命令する
3623,外国語活動,など
3624,外国語活動,３　指導計画の作成と内容の取扱い
3625,外国語活動,(1) 指導計画の作成に当たっては，第５学年及び第６学年並びに中学校及び高等学校における指導との接続に留意しながら，次の事項に配慮するものとする。
3626,外国語活動,ア　単元など内容や時間のまとまりを見通して，その中で育む資質・能力の育成に向けて，児童の主体的・対話的で深い学びの実現を図るようにすること。その際，具体的な課題等を設定し，児童が外国語によるコミュニケーションにおける見方・考え方を働かせながら，コミュニケーションの目的や場面，状況などを意識して活動を行い，英語の音声や語彙，表現などの知識を，三つの領域における実際のコミュニケーションにおいて活用する学習の充実を図ること。
3627,外国語活動,イ　学年ごとの目標を適切に定め，２学年間を通じて外国語活動の目標の実現を図るようにすること。
3628,外国語活動,ウ　実際に英語を用いて互いの考えや気持ちを伝え合うなどの言語活動を行う際は，２の(1)に示す事項について理解したり練習したりするための指導を必要に応じて行うこと。また，英語を初めて学習することに配慮し，簡単な語句や基本的な表現を用いながら，友達との関わりを大切にした体験的な言語活動を行うこと。
3629,外国語活動,エ　言語活動で扱う題材は，児童の興味・関心に合ったものとし，国語科や音楽科，図画工作科など，他教科等で児童が学習したことを活用したり，学校行事で扱う内容と関連付けたりするなどの工夫をすること。
3630,外国語活動,オ　外国語活動を通して，外国語や外国の文化のみならず，国語や我が国の文化についても併せて理解を深めるようにすること。言語活動で扱う題材についても，我が国の文化や，英語の背景にある文化に対する関心を高め，理解を深めようとする態度を養うのに役立つものとすること。
3631,外国語活動,カ　障害のある児童などについては，学習活動を行う場合に生じる困難さに応じた指導内容や指導方法の工夫を計画的，組織的に行うこと。
3632,外国語活動,キ　学級担任の教師又は外国語活動を担当する教師が指導計画を作成し，授業を実施するに当たっては，ネイティブ・スピーカーや英語が堪能な地域人材などの協力を得る等，指導体制の充実を図るとともに，指導方法の工夫を行うこと。
3633,外国語活動,(2) ２の内容の取扱いについては，次の事項に配慮するものとする。
3634,外国語活動,ア　英語でのコミュニケーションを体験させる際は，児童の発達の段階を考慮した表現を用い，児童にとって身近なコミュニケーションの場面を設定すること。
3635,外国語活動,イ　文字については，児童の学習負担に配慮しつつ，音声によるコミュニケーションを補助するものとして取り扱うこと。
3636,外国語活動,ウ　言葉によらないコミュニケーションの手段もコミュニケーションを支えるものであることを踏まえ，ジェスチャーなどを取り上げ，その役割を理解させるようにすること。
3637,外国語活動,エ　身近で簡単な事柄について，友達に質問をしたり質問に答えたりする力を育成するため，ペア・ワーク，グループ・ワークなどの学習形態について適宜工夫すること。その際，相手とコミュニケーションを行うことに課題がある児童については，個々の児童の特性に応じて指導内容や指導方法を工夫すること。
3638,外国語活動,オ　児童が身に付けるべき資質・能力や児童の実態，教材の内容などに応じて，視聴覚教材やコンピュータ，情報通信ネットワーク，教育機器などを有効活用し，児童の興味・関心をより高め，指導の効率化や言語活動の更なる充実を図るようにすること。
3639,外国語活動,カ　各単元や各時間の指導に当たっては，コミュニケーションを行う目的，場面，状況などを明確に設定し，言語活動を通して育成すべき資質・能力を明確に示すことにより，児童が学習の見通しを立てたり，振り返ったりすることができるようにすること。
3640,外国語活動,第３　指導計画の作成と内容の取扱い
3641,外国語活動,１　外国語活動においては，言語やその背景にある文化に対する理解が深まるよう指導するとともに，外国語による聞くこと，話すことの言語活動を行う際は，英語を取り扱うことを原則とすること。
3642,外国語活動,２　第１章総則の第１の２の(2)に示す道徳教育の目標に基づき，道徳科などとの関連を考慮しながら，第３章特別の教科道徳の第２に示す内容について，外国語活動の特質に応じて適切な指導をすること。
3643,総合的な学習の時間,第５章　総合的な学習の時間
3644,総合的な学習の時間,"第１　目標
探究的な見方・考え方を働かせ，横断的・総合的な学習を行うことを通して，よりよく課題を解決し，自己の生き方を考えていくための資質・能力を次のとおり育成することを目指す。"
3645,総合的な学習の時間,(1) 探究的な学習の過程において，課題の解決に必要な知識及び技能を身に付け，課題に関わる概念を形成し，探究的な学習のよさを理解するようにする。
3646,総合的な学習の時間,(2) 実社会や実生活の中から問いを見いだし，自分で課題を立て，情報を集め，整理・分析して，まとめ・表現することができるようにする。
3647,総合的な学習の時間,(3) 探究的な学習に主体的・協働的に取り組むとともに，互いのよさを生かしながら，積極的に社会に参画しようとする態度を養う。
3648,総合的な学習の時間,第２　各学校において定める目標及び内容
3649,総合的な学習の時間,"１　目標
各学校においては，第１の目標を踏まえ，各学校の総合的な学習の時間の目標を定める。"
3650,総合的な学習の時間,"２　内容
各学校においては，第１の目標を踏まえ，各学校の総合的な学習の時間の内容を定める。"
3651,総合的な学習の時間,"３　各学校において定める目標及び内容の取扱い
各学校において定める目標及び内容の設定に当たっては，次の事項に配慮するものとする。"
3652,総合的な学習の時間,(1) 各学校において定める目標については，各学校における教育目標を踏まえ，総合的な学習の時間を通して育成を目指す資質・能力を示すこと。
3653,総合的な学習の時間,(2) 各学校において定める目標及び内容については，他教科等の目標及び内容との違いに留意しつつ，他教科等で育成を目指す資質・能力との関連を重視すること。
3654,総合的な学習の時間,(3) 各学校において定める目標及び内容については，日常生活や社会との関わりを重視すること。
3655,総合的な学習の時間,(4) 各学校において定める内容については，目標を実現するにふさわしい探究課題，探究課題の解決を通して育成を目指す具体的な資質・能力を示すこと。
3656,総合的な学習の時間,(5) 目標を実現するにふさわしい探究課題については，学校の実態に応じて，例えば，国際理解，情報，環境，福祉・健康などの現代的な諸課題に対応する横断的・総合的な課題，地域の人々の暮らし，伝統と文化など地域や学校の特色に応じた課題，児童の興味・関心に基づく課題などを踏まえて設定すること。
3657,総合的な学習の時間,"(6) 探究課題の解決を通して育成を目指す具体的な資質・能力については,次の事項に配慮すること。　"
3658,総合的な学習の時間,ア　知識及び技能については，他教科等及び総合的な学習の時間で習得する知識及び技能が相互に関連付けられ，社会の中で生きて働くものとして形成されるようにすること。
3659,総合的な学習の時間,イ　思考力，判断力，表現力等については，課題の設定，情報の収集，整理・分析，まとめ・表現などの探究的な学習の過程において発揮され，未知の状況において活用できるものとして身に付けられるようにすること。
3660,総合的な学習の時間,ウ　学びに向かう力，人間性等については，自分自身に関すること及び他者や社会との関わりに関することの両方の視点を踏まえること。
3661,総合的な学習の時間,(7) 目標を実現するにふさわしい探究課題及び探究課題の解決を通して育成を目指す具体的な資質・能力については，教科等を越えた全ての学習の基盤となる資質・能力が育まれ，活用されるものとなるよう配慮すること。
3662,総合的な学習の時間,第３　指導計画の作成と内容の取扱い　
3663,総合的な学習の時間,１　指導計画の作成に当たっては，次の事項に配慮するものとする。
3664,総合的な学習の時間,(1) 年間や，単元など内容や時間のまとまりを見通して，その中で育む資質・能力の育成に向けて，児童の主体的・対話的で深い学びの実現を図るようにすること。その際，児童や学校，地域の実態等に応じて，児童が探究的な見方・考え方を働かせ，教科等の枠を超えた横断的・総合的な学習や児童の興味・関心等に基づく学習を行うなど創意工夫を生かした教育活動の充実を図ること。
3665,総合的な学習の時間,(2) 全体計画及び年間指導計画の作成に当たっては，学校における全教育活動との関連の下に，目標及び内容，学習活動，指導方法や指導体制，学習の評価の計画などを示すこと。
3666,総合的な学習の時間,(3) 他教科等及び総合的な学習の時間で身に付けた資質・能力を相互に関連付け，学習や生活において生かし，それらが総合的に働くようにすること。その際，言語能力，情報活用能力など全ての学習の基盤となる資質・能力を重視すること。
3667,総合的な学習の時間,(4) 他教科等の目標及び内容との違いに留意しつつ，第１の目標並びに第２の各学校において定める目標及び内容を踏まえた適切な学習活動を行うこと。
3668,総合的な学習の時間,(5) 各学校における総合的な学習の時間の名称については，各学校において適切に定めること。
3669,総合的な学習の時間,(6) 障害のある児童などについては，学習活動を行う場合に生じる困難さに応じた指導内容や指導方法の工夫を計画的，組織的に行うこと。
3670,総合的な学習の時間,(7) 第１章総則の第１の２の(2)に示す道徳教育の目標に基づき，道徳科などとの関連を考慮しながら，第３章特別の教科道徳の第２に示す内容について，総合的な学習の時間の特質に応じて適切な指導をすること。
3671,総合的な学習の時間,２　第２の内容の取扱いについては，次の事項に配慮するものとする。
3672,総合的な学習の時間,(1) 第２の各学校において定める目標及び内容に基づき，児童の学習状況に応じて教師が適切な指導を行うこと。
3673,総合的な学習の時間,(2) 探究的な学習の過程においては，他者と協働して課題を解決しようとする学習活動や，言語により分析し，まとめたり表現したりするなどの学習活動が行われるようにすること。その際，例えば，比較する，分類する，関連付けるなどの考えるための技法が活用されるようにすること。
3674,総合的な学習の時間,(3) 探究的な学習の過程においては，コンピュータや情報通信ネットワークなどを適切かつ効果的に活用して，情報を収集・整理・発信するなどの学習活動が行われるよう工夫すること。その際，コンピュータで文字を入力するなどの学習の基盤として必要となる情報手段の基本的な操作を習得し，情報や情報手段を主体的に選択し活用できるよう配慮すること。
3675,総合的な学習の時間,(4) 自然体験やボランティア活動などの社会体験，ものづくり，生産活動などの体験活動，観察・実験，見学や調査，発表や討論などの学習活動を積極的に取り入れること。
3676,総合的な学習の時間,(5) 体験活動については，第１の目標並びに第２の各学校において定める目標及び内容を踏まえ，探究的な学習の過程に適切に位置付けること。
3677,総合的な学習の時間,(6) グループ学習や異年齢集団による学習などの多様な学習形態，地域の人々の協力も得つつ，全教師が一体となって指導に当たるなどの指導体制について工夫を行うこと。
3678,総合的な学習の時間,(7) 学校図書館の活用，他の学校との連携，公民館，図書館，博物館等の社会教育施設や社会教育関係団体等の各種団体との連携，地域の教材や学習環境の積極的な活用などの工夫を行うこと。
3679,総合的な学習の時間,(8) 国際理解に関する学習を行う際には，探究的な学習に取り組むことを通して，諸外国の生活や文化などを体験したり調査したりするなどの学習活動が行われるようにすること。
3680,総合的な学習の時間,(9) 情報に関する学習を行う際には，探究的な学習に取り組むことを通して，情報を収集・整理・発信したり，情報が日常生活や社会に与える影響を考えたりするなどの学習活動が行われるようにすること。第１章総則の第３の１の(3)のイに掲げるプログラミングを体験しながら論理的思考力を身に付けるための学習活動を行う場合には，プログラミングを体験することが，探究的な学習の過程に適切に位置付くようにすること。
3681,特別活動,第６章　特別活動
3682,特別活動,"第１　目標
集団や社会の形成者としての見方・考え方を働かせ，様々な集団活動に自主的，実践的に取り組み，互いのよさや可能性を発揮しながら集団や自己の生活上の課題を解決することを通して，次のとおり資質・能力を育成することを目指す。"
3683,特別活動,(1) 多様な他者と協働する様々な集団活動の意義や活動を行う上で必要となることについて理解し，行動の仕方を身に付けるようにする。
3684,特別活動,(2) 集団や自己の生活，人間関係の課題を見いだし，解決するために話し合い，合意形成を図ったり，意思決定したりすることができるようにする。
3685,特別活動,(3) 自主的，実践的な集団活動を通して身に付けたことを生かして，集団や社会における生活及び人間関係をよりよく形成するとともに，自己の生き方についての考えを深め，自己実現を図ろうとする態度を養う。
3686,特別活動,第２　各活動・学校行事の目標及び内容
3687,特別活動,〔学級活動〕
