,教科等,No,学習指導要領テキスト,学習指導要領コード
3019,家庭,3020,２　内容の取扱い,82F02D5000000000
3020,家庭,3021,(1) 内容の「Ａ家族・家庭生活」については，次のとおり取り扱うこと。,82F02D5100000000
3021,家庭,3022,ア　(1)のアについては，ＡからＣまでの各内容の学習と関連を図り，日常生活における様々な問題について，家族や地域の人々との協力，健康・快適・安全，持続可能な社会の構築等を視点として考え，解決に向けて工夫することが大切であることに気付かせるようにすること。,82F02D5110000000
3022,家庭,3023,イ　(2)のイについては，内容の「Ｂ衣食住の生活」と関連を図り，衣食住に関わる仕事を具体的に実践できるよう配慮すること。,82F02D5120000000
3023,家庭,3024,ウ　(3)については，幼児又は低学年の児童や高齢者など異なる世代の人々との関わりについても扱うこと。また，イについては，他教科等における学習との関連を図るよう配慮すること。,82F02D5130000000
3024,家庭,3025,(2) 内容の「Ｂ衣食住の生活」については，次のとおり取り扱うこと。,82F02D5200000000
3025,家庭,3026,ア　日本の伝統的な生活についても扱い，生活文化に気付くことができるよう配慮すること。,82F02D5210000000
3026,家庭,3027,イ　(2)のアの(ｴ)については，ゆでる材料として青菜やじゃがいもなどを扱うこと。(ｵ)については，和食の基本となるだしの役割についても触れること。,82F02D5220000000
3027,家庭,3028,ウ　(3)のアの(ｱ)については，五大栄養素と食品の体内での主な働きを中心に扱うこと。(ｳ)については，献立を構成する要素として主食，主菜，副菜について扱うこと。,82F02D5230000000
3028,家庭,3029,エ　食に関する指導については，家庭科の特質に応じて，食育の充実に資するよう配慮すること。また，第４学年までの食に関する学習との関連を図ること。,82F02D5240000000
3029,家庭,3030,オ　(5)については，日常生活で使用する物を入れる袋などの製作を扱うこと。,82F02D5250000000
3030,家庭,3031,カ　(6)のアの(ｱ)については，主として暑さ・寒さ，通風・換気，採光，及び音を取り上げること。暑さ・寒さについては，(4)のアの(ｱ)の日常着の快適な着方と関連を図ること。,82F02D5260000000
3031,家庭,3032,(3) 内容の「Ｃ消費生活・環境」については，次のとおり取り扱うこと。,82F02D5300000000
3032,家庭,3033,ア　(1)については，内容の「Ａ家族・家庭生活」の(3)，「Ｂ衣食住の生活」の(2)，(5)及び(6)で扱う用具や実習材料などの身近な物を取り上げること。,82F02D5310000000
3033,家庭,3034,イ　(1)のアの(ｱ)については，売買契約の基礎について触れること。,82F02D5320000000
3034,家庭,3035,ウ　(2)については，内容の「Ｂ衣食住の生活」との関連を図り，実践的に学習できるようにすること。,82F02D5330000000
3035,家庭,3036,第３　指導計画の作成と内容の取扱い,82F03D0000000000
3036,家庭,3037,１　指導計画の作成に当たっては，次の事項に配慮するものとする。,82F03D0100000000
3037,家庭,3038,(1) 題材など内容や時間のまとまりを見通して，その中で育む資質・能力の育成に向けて，児童の主体的・対話的で深い学びの実現を図るようにすること。その際，生活の営みに係る見方・考え方を働かせ，知識を生活体験等と関連付けてより深く理解するとともに，日常生活の中から問題を見いだして様々な解決方法を考え，他者と意見交流し，実践を評価・改善して，新たな課題を見いだす過程を重視した学習の充実を図ること。,82F03D0110000000
3038,家庭,3039,(2) 第２の内容の「Ａ家族・家庭生活」から「Ｃ消費生活・環境」までの各項目に配当する授業時数及び各項目の履修学年については，児童や学校，地域の実態等に応じて各学校において適切に定めること。その際，「Ａ家族・家庭生活」の(1)のアについては，第４学年までの学習を踏まえ，２学年間の学習の見通しをもたせるために，第５学年の最初に履修させるとともに，「Ａ家族・家庭生活」，「Ｂ衣食住の生活」，「Ｃ消費生活・環境」の学習と関連させるようにすること。,82F03D0120000000
3039,家庭,3040,(3) 第２の内容の「Ａ家族・家庭生活」の(4)については，実践的な活動を家庭や地域などで行うことができるよう配慮し，２学年間で一つ又は二つの課題を設定して履修させること。その際，「Ａ家族・家庭生活」の(2)又は(3)，「Ｂ衣食住の生活」，「Ｃ消費生活・環境」で学習した内容との関連を図り，課題を設定できるようにすること。,82F03D0130000000
3040,家庭,3041,(4) 第２の内容の「Ｂ衣食住の生活」の(2)及び(5)については，学習の効果を高めるため，２学年間にわたって取り扱い，平易なものから段階的に学習できるよう計画すること。,82F03D0140000000
3041,家庭,3042,(5) 題材の構成に当たっては，児童や学校，地域の実態を的確に捉えるとともに，内容相互の関連を図り，指導の効果を高めるようにすること。その際，他教科等との関連を明確にするとともに，中学校の学習を見据え，系統的に指導ができるようにすること。,82F03D0150000000
3042,家庭,3043,(6) 障害のある児童などについては，学習活動を行う場合に生じる困難さに応じた指導内容や指導方法の工夫を計画的，組織的に行うこと。,82F03D0160000000
3043,家庭,3044,(7) 第１章総則の第１の２の(2)に示す道徳教育の目標に基づき，道徳科などとの関連を考慮しながら，第３章特別の教科道徳の第２に示す内容について，家庭科の特質に応じて適切な指導をすること。,82F03D0170000000
3044,家庭,3045,２　第２の内容の取扱いについては，次の事項に配慮するものとする。,82F03D0200000000
3045,家庭,3046,(1) 指導に当たっては，衣食住など生活の中の様々な言葉を実感を伴って理解する学習活動や，自分の生活における課題を解決するために言葉や図表などを用いて生活をよりよくする方法を考えたり，説明したりするなどの学習活動の充実を図ること。,82F03D0210000000
3046,家庭,3047,(2) 指導に当たっては，コンピュータや情報通信ネットワークを積極的に活用して，実習等における情報の収集・整理や，実践結果の発表などを行うことができるように工夫すること。,82F03D0220000000
3047,家庭,3048,(3) 生活の自立の基礎を培う基礎的・基本的な知識及び技能を習得するために，調理や製作等の手順の根拠について考えたり，実践する喜びを味わったりするなどの実践的・体験的な活動を充実すること。,82F03D0230000000
3048,家庭,3049,(4) 学習内容の定着を図り，一人一人の個性を生かし伸ばすよう，児童の特性や生活体験などを把握し，技能の習得状況に応じた少人数指導や教材・教具の工夫など個に応じた指導の充実に努めること。,82F03D0240000000
3049,家庭,3050,(5) 家庭や地域との連携を図り，児童が身に付けた知識及び技能などを日常生活に活用できるよう配慮すること。,82F03D0250000000
3050,家庭,3051,３　実習の指導に当たっては，次の事項に配慮するものとする。,82F03D0300000000
3051,家庭,3052,(1) 施設・設備の安全管理に配慮し，学習環境を整備するとともに，熱源や用具，機械などの取扱いに注意して事故防止の指導を徹底すること。,82F03D0310000000
3052,家庭,3053,(2) 服装を整え，衛生に留意して用具の手入れや保管を適切に行うこと。,82F03D0320000000
3053,家庭,3054,(3) 調理に用いる食品については，生の魚や肉は扱わないなど，安全・衛生に留意すること。また，食物アレルギーについても配慮すること。,82F03D0330000000
3054,体育,3055,第９節　体育,82G0000000000000
3055,体育,3056,第１　目標体育や保健の見方・考え方を働かせ，課題を見付け，その解決に向けた学習過程を通して，心と体を一体として捉え，生涯にわたって心身の健康を保持増進し豊かなスポーツライフを実現するための資質・能力を次のとおり育成することを目指す。,82G0100000000000
3056,体育,3057,(1) その特性に応じた各種の運動の行い方及び身近な生活における健康・安全について理解するとともに，基本的な動きや技能を身に付けるようにする。,82G0100100000000
3057,体育,3058,(2) 運動や健康についての自己の課題を見付け，その解決に向けて思考し判断するとともに，他者に伝える力を養う。,82G0100200000000
3058,体育,3059,(3) 運動に親しむとともに健康の保持増進と体力の向上を目指し，楽しく明るい生活を営む態度を養う。,82G0100300000000
3059,体育,3060,第２　各学年の目標及び内容　　,82G0200000000000
3060,体育,3061,〔第１学年及び第２学年〕,82G02A0000000000
3061,体育,3062,１　目標　,82G02A2000000000
3062,体育,3063,(1) 各種の運動遊びの楽しさに触れ，その行い方を知るとともに，基本的な動きを身に付けるようにする。,82G02A2100000000
3063,体育,3064,(2) 各種の運動遊びの行い方を工夫するとともに，考えたことを他者に伝える力を養う。,82G02A2200000000
3064,体育,3065,(3) 各種の運動遊びに進んで取り組み，きまりを守り誰とでも仲よく運動をしたり，健康・安全に留意したりし，意欲的に運動をする態度を養う。,82G02A2300000000
3065,体育,3066,２　内容,82G02A3000000000
3066,体育,3067,Ａ　体つくりの運動遊び体つくりの運動遊びについて，次の事項を身に付けることができるよう指導する。,82G02A3100000000
3067,体育,3068,(1) 次の運動遊びの楽しさに触れ，その行い方を知るとともに，体を動かす心地よさを味わったり，基本的な動きを身に付けたりすること。,82G02A3110000000
3068,体育,3069,ア　体ほぐしの運動遊びでは，手軽な運動遊びを行い，心と体の変化に気付いたり，みんなで関わり合ったりすること。,82G02A3111000000
3069,体育,3070,イ　多様な動きをつくる運動遊びでは，体のバランスをとる動き，体を移動する動き，用具を操作する動き，力試しの動きをすること。,82G02A3112000000
3070,体育,3071,(2) 体をほぐしたり多様な動きをつくったりする遊び方を工夫するとともに，考えたことを友達に伝えること。,82G02A3120000000
3071,体育,3072,(3) 運動遊びに進んで取り組み，きまりを守り誰とでも仲よく運動をしたり，場の安全に気を付けたりすること。,82G02A3130000000
3072,体育,3073,Ｂ　器械・器具を使っての運動遊び器械・器具を使っての運動遊びについて，次の事項を身に付けることができるよう指導する。,82G02A3200000000
3073,体育,3074,(1) 次の運動遊びの楽しさに触れ，その行い方を知るとともに，その動きを身に付けること。,82G02A3210000000
3074,体育,3075,ア　固定施設を使った運動遊びでは，登り下りや懸垂移行，渡り歩きや跳び下りをすること。,82G02A3211000000
3075,体育,3076,イ　マットを使った運動遊びでは，いろいろな方向への転がり，手で支えての体の保持や回転をすること。,82G02A3212000000
3076,体育,3077,ウ　鉄棒を使った運動遊びでは，支持しての揺れや上がり下り，ぶら下がりや易しい回転をすること。,82G02A3213000000
3077,体育,3078,エ　跳び箱を使った運動遊びでは，跳び乗りや跳び下り，手を着いてのまたぎ乗りやまたぎ下りをすること。,82G02A3214000000
3078,体育,3079,(2) 器械・器具を用いた簡単な遊び方を工夫するとともに，考えたことを友達に伝えること。,82G02A3220000000
3079,体育,3080,(3) 運動遊びに進んで取り組み，順番やきまりを守り誰とでも仲よく運動をしたり，場や器械・器具の安全に気を付けたりすること。,82G02A3230000000
3080,体育,3081,Ｃ　走・跳の運動遊び走・跳の運動遊びについて，次の事項を身に付けることができるよう指導する。,82G02A3300000000
3081,体育,3082,(1) 次の運動遊びの楽しさに触れ，その行い方を知るとともに，その動きを身に付けること。,82G02A3310000000
3082,体育,3083,ア　走の運動遊びでは，いろいろな方向に走ったり，低い障害物を走り越えたりすること。,82G02A3311000000
3083,体育,3084,イ　跳の運動遊びでは，前方や上方に跳んだり，連続して跳んだりすること。,82G02A3312000000
3084,体育,3085,(2) 走ったり跳んだりする簡単な遊び方を工夫するとともに，考えたことを友達に伝えること。,82G02A3320000000
3085,体育,3086,(3) 運動遊びに進んで取り組み，順番やきまりを守り誰とでも仲よく運動をしたり，勝敗を受け入れたり，場の安全に気を付けたりすること。,82G02A3330000000
3086,体育,3087,Ｄ　水遊び水遊びについて，次の事項を身に付けることができるよう指導する。,82G02A3400000000
3087,体育,3088,(1) 次の運動遊びの楽しさに触れ，その行い方を知るとともに，その動きを身に付けること。,82G02A3410000000
3088,体育,3089,ア　水の中を移動する運動遊びでは，水につかって歩いたり走ったりすること。,82G02A3411000000
3089,体育,3090,イ　もぐる・浮く運動遊びでは，息を止めたり吐いたりしながら，水にもぐったり浮いたりすること。,82G02A3412000000
3090,体育,3091,(2) 水の中を移動したり，もぐったり浮いたりする簡単な遊び方を工夫するとともに，考えたことを友達に伝えること。,82G02A3420000000
3091,体育,3092,(3) 運動遊びに進んで取り組み，順番やきまりを守り誰とでも仲よく運動をしたり，水遊びの心得を守って安全に気を付けたりすること。,82G02A3430000000
3092,体育,3093,Ｅ　ゲームゲームについて，次の事項を身に付けることができるよう指導する。,82G02A3500000000
3093,体育,3094,(1) 次の運動遊びの楽しさに触れ，その行い方を知るとともに，易しいゲームをすること。,82G02A3510000000
3094,体育,3095,ア　ボールゲームでは，簡単なボール操作と攻めや守りの動きによって，易しいゲームをすること。,82G02A3511000000
3095,体育,3096,イ　鬼遊びでは，一定の区域で，逃げる，追いかける，陣地を取り合うなどをすること。,82G02A3512000000
3096,体育,3097,(2) 簡単な規則を工夫したり，攻め方を選んだりするとともに，考えたことを友達に伝えること。,82G02A3520000000
3097,体育,3098,(3) 運動遊びに進んで取り組み，規則を守り誰とでも仲よく運動をしたり，勝敗を受け入れたり，場や用具の安全に気を付けたりすること。,82G02A3530000000
3098,体育,3099,Ｆ　表現リズム遊び表現リズム遊びについて，次の事項を身に付けることができるよう指導する。,82G02A3600000000
3099,体育,3100,(1) 次の運動遊びの楽しさに触れ，その行い方を知るとともに，題材になりきったりリズムに乗ったりして踊ること。,82G02A3610000000
3100,体育,3101,ア　表現遊びでは，身近な題材の特徴を捉え，全身で踊ること。,82G02A3611000000
3101,体育,3102,イ　リズム遊びでは，軽快なリズムに乗って踊ること。,82G02A3612000000
3102,体育,3103,(2) 身近な題材の特徴を捉えて踊ったり，軽快なリズムに乗って踊ったりする簡単な踊り方を工夫するとともに，考えたことを友達に伝えること。,82G02A3620000000
3103,体育,3104,(3) 運動遊びに進んで取り組み，誰とでも仲よく踊ったり，場の安全に気を付けたりすること。,82G02A3630000000
3104,体育,3105,３　内容の取扱い,82G02A5000000000
3105,体育,3106,(1) 内容の「Ａ体つくりの運動遊び」については，２学年間にわたって指導するものとする。,82G02A5100000000
3106,体育,3107,(2) 内容の「Ｃ走・跳の運動遊び」については，児童の実態に応じて投の運動遊びを加えて指導することができる。,82G02A5200000000
3107,体育,3108,(3) 内容の「Ｆ表現リズム遊び」の(1)のイについては，簡単なフォークダンスを含めて指導することができる。,82G02A5300000000
3108,体育,3109,(4) 学校や地域の実態に応じて歌や運動を伴う伝承遊び及び自然の中での運動遊びを加えて指導することができる。,82G02A5400000000
3109,体育,3110,(5) 各領域の各内容については，運動と健康が関わっていることについての具体的な考えがもてるよう指導すること。,82G02A5500000000
3110,体育,3111,〔第３学年及び第４学年〕,82G02C0000000000
3111,体育,3112,１　目標　,82G02C2000000000
3112,体育,3113,(1) 各種の運動の楽しさや喜びに触れ，その行い方及び健康で安全な生活や体の発育・発達について理解するとともに，基本的な動きや技能を身に付けるようにする。,82G02C2100000000
3113,体育,3114,(2) 自己の運動や身近な生活における健康の課題を見付け，その解決のための方法や活動を工夫するとともに，考えたことを他者に伝える力を養う。,82G02C2200000000
3114,体育,3115,(3) 各種の運動に進んで取り組み，きまりを守り誰とでも仲よく運動をしたり，友達の考えを認めたり，場や用具の安全に留意したりし，最後まで努力して運動をする態度を養う。また，健康の大切さに気付き，自己の健康の保持増進に進んで取り組む態度を養う。　,82G02C2300000000
3115,体育,3116,２　内容,82G02C3000000000
3116,体育,3117,Ａ　体つくり運動体つくり運動について，次の事項を身に付けることができるよう指導する。,82G02C3100000000
3117,体育,3118,(1) 次の運動の楽しさや喜びに触れ，その行い方を知るとともに，体を動かす心地よさを味わったり，基本的な動きを身に付けたりすること。,82G02C3110000000
3118,体育,3119,ア　体ほぐしの運動では，手軽な運動を行い，心と体の変化に気付いたり，みんなで関わり合ったりすること。,82G02C3111000000
3119,体育,3120,イ　多様な動きをつくる運動では，体のバランスをとる動き，体を移動する動き，用具を操作する動き，力試しの動きをし，それらを組み合わせること。,82G02C3112000000
3120,体育,3121,(2) 自己の課題を見付け，その解決のための活動を工夫するとともに，考えたことを友達に伝えること。,82G02C3120000000
3121,体育,3122,(3) 運動に進んで取り組み，きまりを守り誰とでも仲よく運動をしたり，友達の考えを認めたり，場や用具の安全に気を付けたりすること。,82G02C3130000000
3122,体育,3123,Ｂ　器械運動器械運動について，次の事項を身に付けることができるよう指導する。,82G02C3200000000
3123,体育,3124,(1) 次の運動の楽しさや喜びに触れ，その行い方を知るとともに，その技を身に付けること。,82G02C3210000000
3124,体育,3125,ア　マット運動では，回転系や巧技系の基本的な技をすること。,82G02C3211000000
3125,体育,3126,イ　鉄棒運動では，支持系の基本的な技をすること。,82G02C3212000000
3126,体育,3127,ウ　跳び箱運動では，切り返し系や回転系の基本的な技をすること。,82G02C3213000000
3127,体育,3128,(2) 自己の能力に適した課題を見付け，技ができるようになるための活動を工夫するとともに，考えたことを友達に伝えること。,82G02C3220000000
3128,体育,3129,(3) 運動に進んで取り組み，きまりを守り誰とでも仲よく運動をしたり，友達の考えを認めたり，場や器械・器具の安全に気を付けたりすること。,82G02C3230000000
3129,体育,3130,Ｃ　走・跳の運動走・跳の運動について，次の事項を身に付けることができるよう指導する。,82G02C3300000000
3130,体育,3131,(1) 次の運動の楽しさや喜びに触れ，その行い方を知るとともに，その動きを身に付けること。,82G02C3310000000
3131,体育,3132,ア　かけっこ・リレーでは，調子よく走ったりバトンの受渡しをしたりすること。,82G02C3311000000
3132,体育,3133,イ　小型ハードル走では，小型ハードルを調子よく走り越えること。,82G02C3312000000
3133,体育,3134,ウ　幅跳びでは，短い助走から踏み切って跳ぶこと,82G02C3313000000
3134,体育,3135,エ　高跳びでは，短い助走から踏み切って跳ぶこと。,82G02C3314000000
3135,体育,3136,(2) 自己の能力に適した課題を見付け，動きを身に付けるための活動や競争の仕方を工夫するとともに，考えたことを友達に伝えること。,82G02C3320000000
3136,体育,3137,(3) 運動に進んで取り組み，きまりを守り誰とでも仲よく運動をしたり，勝敗を受け入れたり，友達の考えを認めたり，場や用具の安全に気を付けたりすること。,82G02C3330000000
3137,体育,3138,Ｄ　水泳運動水泳運動について，次の事項を身に付けることができるよう指導する。,82G02C3400000000
3138,体育,3139,(1) 次の運動の楽しさや喜びに触れ，その行い方を知るとともに，その動きを身に付けること。,82G02C3410000000
3139,体育,3140,ア　浮いて進む運動では，け伸びや初歩的な泳ぎをすること。,82G02C3411000000
3140,体育,3141,イ　もぐる・浮く運動では，息を止めたり吐いたりしながら，いろいろなもぐり方や浮き方をすること。,82G02C3412000000
3141,体育,3142,(2) 自己の能力に適した課題を見付け，水の中での動きを身に付けるための活動を工夫するとともに，考えたことを友達に伝えること。,82G02C3420000000
3142,体育,3143,(3) 運動に進んで取り組み，きまりを守り誰とでも仲よく運動をしたり，友達の考えを認めたり，水泳運動の心得を守って安全に気を付けたりすること。,82G02C3430000000
3143,体育,3144,Ｅ　ゲームゲームについて，次の事項を身に付けることができるよう指導する。,82G02C3500000000
3144,体育,3145,(1) 次の運動の楽しさや喜びに触れ，その行い方を知るとともに，易しいゲームをすること。,82G02C3510000000
3145,体育,3146,ア　ゴール型ゲームでは，基本的なボール操作とボールを持たないときの動きによって，易しいゲームをすること。,82G02C3511000000
3146,体育,3147,イ　ネット型ゲームでは，基本的なボール操作とボールを操作できる位置に体を移動する動きによって，易しいゲームをすること。,82G02C3512000000
3147,体育,3148,ウ　ベースボール型ゲームでは，蹴る，打つ，捕る，投げるなどのボール操作と得点をとったり防いだりする動きによって，易しいゲームをすること。,82G02C3513000000
3148,体育,3149,(2) 規則を工夫したり，ゲームの型に応じた簡単な作戦を選んだりするとともに，考えたことを友達に伝えること。,82G02C3520000000
3149,体育,3150,(3) 運動に進んで取り組み，規則を守り誰とでも仲よく運動をしたり，勝敗を受け入れたり，友達の考えを認めたり，場や用具の安全に気を付けたりすること。,82G02C3530000000
3150,体育,3151,Ｆ　表現運動表現運動について，次の事項を身に付けることができるよう指導する。,82G02C3600000000
3151,体育,3152,(1) 次の運動の楽しさや喜びに触れ，その行い方を知るとともに，表したい感じを表現したりリズムに乗ったりして踊ること。,82G02C3610000000
3152,体育,3153,ア　表現では，身近な生活などの題材からその主な特徴を捉え，表したい感じをひと流れの動きで踊ること。,82G02C3611000000
3153,体育,3154,イ　リズムダンスでは，軽快なリズムに乗って全身で踊ること。,82G02C3612000000
3154,体育,3155,(2) 自己の能力に適した課題を見付け，題材やリズムの特徴を捉えた踊り方や交流の仕方を工夫するとともに，考えたことを友達に伝えること。,82G02C3620000000
3155,体育,3156,(3) 運動に進んで取り組み，誰とでも仲よく踊ったり，友達の動きや考えを認めたり，場の安全に気を付けたりすること。,82G02C3630000000
3156,体育,3157,Ｇ　保健,82G02C3700000000
3157,体育,3158,(1) 健康な生活について，課題を見付け，その解決を目指した活動を通して，次の事項を身に付けることができるよう指導する。,82G0233710000000
3158,体育,3159,ア　健康な生活について理解すること。,82G0233711000000
3159,体育,3160,(ｱ) 心や体の調子がよいなどの健康の状態は，主体の要因や周囲の環境の要因が関わっていること。,82G0233711100000
3160,体育,3161,(ｲ)　毎日を健康に過ごすには，運動，食事，休養及び睡眠の調和のとれた生活を続けること，また，体の清潔を保つことなどが必要であること。,82G0233711200000
3161,体育,3162,(ｳ)　毎日を健康に過ごすには，明るさの調節，換気などの生活環境を整えることなどが必要であること。,82G0233711300000
3162,体育,3163,イ　健康な生活について課題を見付け，その解決に向けて考え，それを表現すること。,82G0233712000000
3163,体育,3164,(2) 体の発育・発達について，課題を見付け，その解決を目指した活動を通して，次の事項を身に付けることができるよう指導する。,82G0243720000000
3164,体育,3165,ア　体の発育・発達について理解すること。,82G0243721000000
3165,体育,3166,(ｱ) 体は，年齢に伴って変化すること。また，体の発育・発達には，個人差があること。,82G0243721100000
3166,体育,3167,(ｲ) 体は，思春期になると次第に大人の体に近づき，体つきが変わったり，初経，精通などが起こったりすること。また，異性への関心が芽生えること。,82G0243721200000
3167,体育,3168,(ｳ) 体をよりよく発育・発達させるには，適切な運動，食事，休養及び睡眠が必要であること。,82G0243721300000
3168,体育,3169,イ　体がよりよく発育・発達するために，課題を見付け，その解決に向けて考え，それを表現すること。,82G0243722000000
3169,体育,3170,３　内容の取扱い,82G02C5000000000
3170,体育,3171,(1) 内容の「Ａ体つくり運動」については，２学年間にわたって指導するものとする。,82G02C5100000000
3171,体育,3172,(2) 内容の「Ｃ走・跳の運動」については，児童の実態に応じて投の運動を加えて指導することができる。,82G02C5200000000
3172,体育,3173,(3) 内容の「Ｅゲーム」の(1)のアについては，味方チームと相手チームが入り交じって得点を取り合うゲーム及び陣地を取り合うゲームを取り扱うものとする。,82G02C5300000000
3173,体育,3174,(4) 内容の「Ｆ表現運動」の(1)については，学校や地域の実態に応じてフォークダンスを加えて指導することができる。,82G02C5400000000
3174,体育,3175,(5) 内容の「Ｇ保健」については，(1)を第３学年，(2)を第４学年で指導するものとする。,82G02C5500000000
3175,体育,3176,(6) 内容の「Ｇ保健」の(1)については，学校でも，健康診断や学校給食など様々な活動が行われていることについて触れるものとする。,82G02C5600000000
3176,体育,3177,(7) 内容の「Ｇ保健」の(2)については，自分と他の人では発育・発達などに違いがあることに気付き，それらを肯定的に受け止めることが大切であることについて触れるものとする。,82G02C5700000000
3177,体育,3178,(8) 各領域の各内容については，運動と健康が密接に関連していることについての具体的な考えがもてるよう指導すること。,82G02C5800000000
3178,体育,3179,〔第５学年及び第６学年〕,82G02D0000000000
3179,体育,3180,１　目標　,82G02D2000000000
3180,体育,3181,(1) 各種の運動の楽しさや喜びを味わい，その行い方及び心の健康やけがの防止，病気の予防について理解するとともに，各種の運動の特性に応じた基本的な技能及び健康で安全な生活を営むための技能を身に付けるようにする。,82G02D2100000000
3181,体育,3182,(2) 自己やグループの運動の課題や身近な健康に関わる課題を見付け，その解決のための方法や活動を工夫するとともに，自己や仲間の考えたことを他者に伝える力を養う。,82G02D2200000000
3182,体育,3183,(3) 各種の運動に積極的に取り組み，約束を守り助け合って運動をしたり，仲間の考えや取組を認めたり，場や用具の安全に留意したりし，自己の最善を尽くして運動をする態度を養う。また，健康・安全の大切さに気付き，自己の健康の保持増進や回復に進んで取り組む態度を養う。,82G02D2300000000
3183,体育,3184,２　内容,82G02D3000000000
3184,体育,3185,Ａ　体つくり運動体つくり運動について，次の事項を身に付けることができるよう指導する。,82G02D3100000000
3185,体育,3186,(1) 次の運動の楽しさや喜びを味わい，その行い方を理解するとともに，体を動かす心地よさを味わったり，体の動きを高めたりすること。,82G02D3110000000
3186,体育,3187,ア　体ほぐしの運動では，手軽な運動を行い，心と体との関係に気付いたり，仲間と関わり合ったりすること。,82G02D3111000000
3187,体育,3188,イ　体の動きを高める運動では，ねらいに応じて，体の柔らかさ，巧みな動き，力強い動き，動きを持続する能力を高めるための運動をすること。,82G02D3112000000
3188,体育,3189,(2) 自己の体の状態や体力に応じて，運動の行い方を工夫するとともに，自己や仲間の考えたことを他者に伝えること。,82G02D3120000000
3189,体育,3190,(3) 運動に積極的に取り組み，約束を守り助け合って運動をしたり，仲間の考えや取組を認めたり，場や用具の安全に気を配ったりすること。,82G02D3130000000
3190,体育,3191,Ｂ　器械運動器械運動について，次の事項を身に付けることができるよう指導する。,82G02D3200000000
3191,体育,3192,(1) 次の運動の楽しさや喜びを味わい，その行い方を理解するとともに，その技を身に付けること。,82G02D3210000000
3192,体育,3193,ア　マット運動では，回転系や巧技系の基本的な技を安定して行ったり，その発展技を行ったり，それらを繰り返したり組み合わせたりすること。,82G02D3211000000
3193,体育,3194,イ　鉄棒運動では，支持系の基本的な技を安定して行ったり，その発展技を行ったり，それらを繰り返したり組み合わせたりすること。,82G02D3212000000
3194,体育,3195,ウ　跳び箱運動では，切り返し系や回転系の基本的な技を安定して行ったり，その発展技を行ったりすること。,82G02D3213000000
3195,体育,3196,(2) 自己の能力に適した課題の解決の仕方や技の組み合わせ方を工夫するとともに，自己や仲間の考えたことを他者に伝えること。,82G02D3220000000
3196,体育,3197,(3) 運動に積極的に取り組み，約束を守り助け合って運動をしたり，仲間の考えや取組を認めたり，場や器械・器具の安全に気を配ったりすること。,82G02D3230000000
3197,体育,3198,Ｃ　陸上運動陸上運動について，次の事項を身に付けることができるよう指導する。,82G02D3300000000
3198,体育,3199,(1) 次の運動の楽しさや喜びを味わい，その行い方を理解するとともに，その技能を身に付けること。,82G02D3310000000
3199,体育,3200,ア　短距離走・リレーでは，一定の距離を全力で走ったり，滑らかなバトンの受渡しをしたりすること。,82G02D3311000000
3200,体育,3201,イ　ハードル走では，ハードルをリズミカルに走り越えること。,82G02D3312000000
3201,体育,3202,ウ　走り幅跳びでは，リズミカルな助走から踏み切って跳ぶこと。,82G02D3313000000
3202,体育,3203,エ　走り高跳びでは，リズミカルな助走から踏み切って跳ぶこと。,82G02D3314000000
3203,体育,3204,(2) 自己の能力に適した課題の解決の仕方，競争や記録への挑戦の仕方を工夫するとともに，自己や仲間の考えたことを他者に伝えること。,82G02D3320000000
3204,体育,3205,(3) 運動に積極的に取り組み，約束を守り助け合って運動をしたり，勝敗を受け入れたり，仲間の考えや取組を認めたり，場や用具の安全に気を配ったりすること。,82G02D3330000000
3205,体育,3206,Ｄ　水泳運動水泳運動について，次の事項を身に付けることができるよう指導する。,82G02D3400000000
3206,体育,3207,(1) 次の運動の楽しさや喜びを味わい，その行い方を理解するとともに，その技能を身に付けること。,82G02D3410000000
3207,体育,3208,ア　クロールでは，手や足の動きに呼吸を合わせて続けて長く泳ぐこと。,82G02D3411000000
3208,体育,3209,イ　平泳ぎでは，手や足の動きに呼吸を合わせて続けて長く泳ぐこと。,82G02D3412000000
3209,体育,3210,ウ　安全確保につながる運動では，背浮きや浮き沈みをしながら続けて長く浮くこと。,82G02D3413000000
3210,体育,3211,(2) 自己の能力に適した課題の解決の仕方や記録への挑戦の仕方を工夫するとともに，自己や仲間の考えたことを他者に伝えること。,82G02D3420000000
3211,体育,3212,(3) 運動に積極的に取り組み，約束を守り助け合って運動をしたり，仲間の考えや取組を認めたり，水泳運動の心得を守って安全に気を配ったりすること。,82G02D3430000000
3212,体育,3213,Ｅ　ボール運動ボール運動について，次の事項を身に付けることができるよう指導する。,82G02D3500000000
3213,体育,3214,(1) 次の運動の楽しさや喜びを味わい，その行い方を理解するとともに，その技能を身に付け，簡易化されたゲームをすること。,82G02D3510000000
3214,体育,3215,ア　ゴール型では，ボール操作とボールを持たないときの動きによって，簡易化されたゲームをすること。,82G02D3511000000
3215,体育,3216,イ　ネット型では，個人やチームによる攻撃と守備によって，簡易化されたゲームをすること。,82G02D3512000000
3216,体育,3217,ウ　ベースボール型では，ボールを打つ攻撃と隊形をとった守備によって，簡易化されたゲームをすること。,82G02D3513000000
3217,体育,3218,(2) ルールを工夫したり，自己やチームの特徴に応じた作戦を選んだりするとともに，自己や仲間の考えたことを他者に伝えること。,82G02D3520000000
