教科等,No,学習指導要領テキスト,学習指導要領コード
図画工作,2949,ウ　第５学年及び第６学年においては，針金，糸のこぎりなどを用いること。,82903D0263000000
図画工作,2950,(7) 各学年の「Ａ表現」の(1)のイ及び(2)のイについては，児童や学校の実態に応じて，児童が工夫して楽しめる程度の版に表す経験や焼成する経験ができるようにすること。,8.2903E+15
図画工作,2951,(8) 各学年の「Ｂ鑑賞」の指導に当たっては，児童や学校の実態に応じて，地域の美術館などを利用したり，連携を図ったりすること。,8.2903E+15
図画工作,2952,(9) 各学年の「Ａ表現」及び「Ｂ鑑賞」の指導に当たっては，思考力，判断力，表現力等を育成する観点から，〔共通事項〕に示す事項を視点として，感じたことや思ったこと，考えたことなどを，話したり聞いたり話し合ったりする，言葉で整理するなどの言語活動を充実すること。,8.2903E+15
図画工作,2953,(10)　コンピュータ，カメラなどの情報機器を利用することについては，表現や鑑賞の活動で使う用具の一つとして扱うとともに，必要性を十分に検討して利用すること。,82903002A0000000
図画工作,2954,(11)　創造することの価値に気付き，自分たちの作品や美術作品などに表れている創造性を大切にする態度を養うようにすること。また，こうした態度を養うことが，美術文化の継承，発展，創造を支えていることについて理解する素地となるよう配慮すること。,82903002B0000000
図画工作,2955,３　造形活動で使用する材料や用具，活動場所については，安全な扱い方について指導する，事前に点検するなどして，事故防止に留意するものとする。,8.2903E+15
図画工作,2956,４　校内の適切な場所に作品を展示するなどし，平素の学校生活においてそれを鑑賞できるよう配慮するものとする。また，学校や地域の実態に応じて，校外に児童の作品を展示する機会を設けるなどするものとする。,8.2903E+15
家庭,2957,第８節　家庭,82F00D0000000000
家庭,2958,"第１　目標
生活の営みに係る見方・考え方を働かせ，衣食住などに関する実践的・体験的な活動を通して，生活をよりよくしようと工夫する資質・能力を次のとおり育成することを目指す。",82F01D0000000000
家庭,2959,(1) 家族や家庭，衣食住，消費や環境などについて，日常生活に必要な基礎的な理解を図るとともに，それらに係る技能を身に付けるようにする。,82F01D0100000000
家庭,2960,(2) 日常生活の中から問題を見いだして課題を設定し，様々な解決方法を考え，実践を評価・改善し，考えたことを表現するなど，課題を解決する力を養う。,82F01D0200000000
家庭,2961,(3) 家庭生活を大切にする心情を育み，家族や地域の人々との関わりを考え，家族の一員として，生活をよりよくしようと工夫する実践的な態度を養う。,82F01D0300000000
家庭,2962,第２　各学年の内容,82F02D0000000000
家庭,2963,〔第５学年及び第６学年〕,82F02D0000000010
家庭,2964,１　内容,82F02D3000000000
家庭,2965,"Ａ　家族・家庭生活
次の(1)から(4)までの項目について，課題をもって，家族や地域の人々と協力し，よりよい家庭生活に向けて考え，工夫する活動を通して，次の事項を身に付けることができるよう指導する。",82F02D3100000000
家庭,2966,(1) 自分の成長と家族・家庭生活,82F02D3110000000
家庭,2967,ア　自分の成長を自覚し，家庭生活と家族の大切さや家庭生活が家族の協力によって営まれていることに気付くこと。,82F02D3111000000
家庭,2968,(2) 家庭生活と仕事,82F02D3120000000
家庭,2969,ア　家庭には，家庭生活を支える仕事があり，互いに協力し分担する必要があることや生活時間の有効な使い方について理解すること。,82F02D3121000000
家庭,2970,イ　家庭の仕事の計画を考え，工夫すること。,82F02D3122000000
家庭,2971,(3) 家族や地域の人々との関わり,82F02D3130000000
家庭,2972,ア　次のような知識を身に付けること。,82F02D3131000000
家庭,2973,(ｱ) 家族との触れ合いや団らんの大切さについて理解すること。,82F02D3131100000
家庭,2974,(ｲ) 家庭生活は地域の人々との関わりで成り立っていることが分かり，地域の人々との協力が大切であることを理解すること。,82F02D3131200000
家庭,2975,イ　家族や地域の人々とのよりよい関わりについて考え，工夫すること。,82F02D3132000000
家庭,2976,(4) 家族・家庭生活についての課題と実践,82F02D3140000000
家庭,2977,ア　日常生活の中から問題を見いだして課題を設定し，よりよい生活を考え，計画を立てて実践できること。,82F02D3141000000
家庭,2978,"Ｂ　衣食住の生活
次の(1)から(6)までの項目について，課題をもって，健康・快適・安全で豊かな食生活，衣生活，住生活に向けて考え，工夫する活動を通して，次の事項を身に付けることができるよう指導する。",82F02D3200000000
家庭,2979,(1) 食事の役割,82F02D3210000000
家庭,2980,ア　食事の役割が分かり，日常の食事の大切さと食事の仕方について理解すること。,82F02D3211000000
家庭,2981,イ　楽しく食べるために日常の食事の仕方を考え，工夫すること。,82F02D3212000000
家庭,2982,(2) 調理の基礎,82F02D3220000000
家庭,2983,ア　次のような知識及び技能を身に付けること。,82F02D3221000000
家庭,2984,(ｱ) 調理に必要な材料の分量や手順が分かり，調理計画について理解すること。,82F02D3221100000
家庭,2985,(ｲ) 調理に必要な用具や食器の安全で衛生的な取扱い及び加熱用調理器具の安全な取扱いについて理解し，適切に使用できること。,82F02D3221200000
家庭,2986,(ｳ) 材料に応じた洗い方，調理に適した切り方，味の付け方，盛り付け，配膳及び後片付けを理解し，適切にできること。,82F02D3221300000
家庭,2987,(ｴ) 材料に適したゆで方，いため方を理解し，適切にできること。,82F02D3221400000
家庭,2988,(ｵ) 伝統的な日常食である米飯及びみそ汁の調理の仕方を理解し，適切にできること。,82F02D3221500000
家庭,2989,イ　おいしく食べるために調理計画を考え，調理の仕方を工夫すること。,82F02D3222000000
家庭,2990,(3) 栄養を考えた食事,82F02D3230000000
家庭,2991,ア　次のような知識を身に付けること。,82F02D3231000000
家庭,2992,(ｱ) 体に必要な栄養素の種類と主な働きについて理解すること。,82F02D3231100000
家庭,2993,(ｲ) 食品の栄養的な特徴が分かり，料理や食品を組み合わせてとる必要があることを理解すること。,82F02D3231200000
家庭,2994,(ｳ) 献立を構成する要素が分かり，１食分の献立作成の方法について理解すること。,82F02D3231300000
家庭,2995,イ　１食分の献立について栄養のバランスを考え，工夫すること。,82F02D3232000000
家庭,2996,(4) 衣服の着用と手入れ,82F02D3240000000
家庭,2997,ア　次のような知識及び技能を身に付けること。,82F02D3241000000
家庭,2998,(ｱ) 衣服の主な働きが分かり，季節や状況に応じた日常着の快適な着方について理解すること。,82F02D3241100000
家庭,2999,(ｲ) 日常着の手入れが必要であることや，ボタンの付け方及び洗濯の仕方を理解し，適切にできること。,82F02D3241200000
家庭,3000,イ　日常着の快適な着方や手入れの仕方を考え，工夫すること。,82F02D3242000000
家庭,3001,(5) 生活を豊かにするための布を用いた製作,82F02D3250000000
家庭,3002,ア　次のような知識及び技能を身に付けること。,82F02D3251000000
家庭,3003,(ｱ) 製作に必要な材料や手順が分かり，製作計画について理解すること。,82F02D3251100000
家庭,3004,(ｲ) 手縫いやミシン縫いによる目的に応じた縫い方及び用具の安全な取扱いについて理解し，適切にできること。,82F02D3251200000
家庭,3005,イ　生活を豊かにするために布を用いた物の製作計画を考え，製作を工夫すること。,82F02D3252000000
家庭,3006,(6) 快適な住まい方,82F02D3260000000
家庭,3007,ア　次のような知識及び技能を身に付けること。,82F02D3261000000
家庭,3008,(ｱ) 住まいの主な働きが分かり，季節の変化に合わせた生活の大切さや住まい方について理解すること。,82F02D3261100000
家庭,3009,(ｲ) 住まいの整理・整頓や清掃の仕方を理解し，適切にできること。,82F02D3261200000
家庭,3010,イ　季節の変化に合わせた住まい方，整理・整頓や清掃の仕方を考え，快適な住まい方を工夫すること。,82F02D3262000000
家庭,3011,"Ｃ　消費生活・環境
次の(1)及び(2)の項目について，課題をもって，持続可能な社会の構築に向けて身近な消費生活と環境を考え，工夫する活動を通して，次の事項を身に付けることができるよう指導する。",82F02D3300000000
家庭,3012,(1) 物や金銭の使い方と買物,82F02D3310000000
家庭,3013,ア　次のような知識及び技能を身に付けること。,82F02D3311000000
家庭,3014,(ｱ) 買物の仕組みや消費者の役割が分かり，物や金銭の大切さと計画的な使い方について理解すること。,82F02D3311100000
家庭,3015,(ｲ) 身近な物の選び方，買い方を理解し，購入するために必要な情報の収集・整理が適切にできること。,82F02D3311200000
家庭,3016,イ　購入に必要な情報を活用し，身近な物の選び方，買い方を考え，工夫すること。,82F02D3312000000
家庭,3017,(2) 環境に配慮した生活,82F02D3320000000
家庭,3018,ア　自分の生活と身近な環境との関わりや環境に配慮した物の使い方などについて理解すること。,82F02D3321000000
家庭,3019,イ　環境に配慮した生活について物の使い方などを考え，工夫すること。,82F02D3322000000
家庭,3020,２　内容の取扱い,82F02D5000000000
家庭,3021,(1) 内容の「Ａ家族・家庭生活」については，次のとおり取り扱うこと。,82F02D5100000000
家庭,3022,ア　(1)のアについては，ＡからＣまでの各内容の学習と関連を図り，日常生活における様々な問題について，家族や地域の人々との協力，健康・快適・安全，持続可能な社会の構築等を視点として考え，解決に向けて工夫することが大切であることに気付かせるようにすること。,82F02D5110000000
家庭,3023,イ　(2)のイについては，内容の「Ｂ衣食住の生活」と関連を図り，衣食住に関わる仕事を具体的に実践できるよう配慮すること。,82F02D5120000000
家庭,3024,ウ　(3)については，幼児又は低学年の児童や高齢者など異なる世代の人々との関わりについても扱うこと。また，イについては，他教科等における学習との関連を図るよう配慮すること。,82F02D5130000000
家庭,3025,(2) 内容の「Ｂ衣食住の生活」については，次のとおり取り扱うこと。,82F02D5200000000
家庭,3026,ア　日本の伝統的な生活についても扱い，生活文化に気付くことができるよう配慮すること。,82F02D5210000000
家庭,3027,イ　(2)のアの(ｴ)については，ゆでる材料として青菜やじゃがいもなどを扱うこと。(ｵ)については，和食の基本となるだしの役割についても触れること。,82F02D5220000000
家庭,3028,ウ　(3)のアの(ｱ)については，五大栄養素と食品の体内での主な働きを中心に扱うこと。(ｳ)については，献立を構成する要素として主食，主菜，副菜について扱うこと。,82F02D5230000000
家庭,3029,エ　食に関する指導については，家庭科の特質に応じて，食育の充実に資するよう配慮すること。また，第４学年までの食に関する学習との関連を図ること。,82F02D5240000000
家庭,3030,オ　(5)については，日常生活で使用する物を入れる袋などの製作を扱うこと。,82F02D5250000000
家庭,3031,カ　(6)のアの(ｱ)については，主として暑さ・寒さ，通風・換気，採光，及び音を取り上げること。暑さ・寒さについては，(4)のアの(ｱ)の日常着の快適な着方と関連を図ること。,82F02D5260000000
家庭,3032,(3) 内容の「Ｃ消費生活・環境」については，次のとおり取り扱うこと。,82F02D5300000000
家庭,3033,ア　(1)については，内容の「Ａ家族・家庭生活」の(3)，「Ｂ衣食住の生活」の(2)，(5)及び(6)で扱う用具や実習材料などの身近な物を取り上げること。,82F02D5310000000
家庭,3034,イ　(1)のアの(ｱ)については，売買契約の基礎について触れること。,82F02D5320000000
家庭,3035,ウ　(2)については，内容の「Ｂ衣食住の生活」との関連を図り，実践的に学習できるようにすること。,82F02D5330000000
家庭,3036,第３　指導計画の作成と内容の取扱い,82F03D0000000000
家庭,3037,１　指導計画の作成に当たっては，次の事項に配慮するものとする。,82F03D0100000000
家庭,3038,(1) 題材など内容や時間のまとまりを見通して，その中で育む資質・能力の育成に向けて，児童の主体的・対話的で深い学びの実現を図るようにすること。その際，生活の営みに係る見方・考え方を働かせ，知識を生活体験等と関連付けてより深く理解するとともに，日常生活の中から問題を見いだして様々な解決方法を考え，他者と意見交流し，実践を評価・改善して，新たな課題を見いだす過程を重視した学習の充実を図ること。,82F03D0110000000
家庭,3039,(2) 第２の内容の「Ａ家族・家庭生活」から「Ｃ消費生活・環境」までの各項目に配当する授業時数及び各項目の履修学年については，児童や学校，地域の実態等に応じて各学校において適切に定めること。その際，「Ａ家族・家庭生活」の(1)のアについては，第４学年までの学習を踏まえ，２学年間の学習の見通しをもたせるために，第５学年の最初に履修させるとともに，「Ａ家族・家庭生活」，「Ｂ衣食住の生活」，「Ｃ消費生活・環境」の学習と関連させるようにすること。,82F03D0120000000
家庭,3040,(3) 第２の内容の「Ａ家族・家庭生活」の(4)については，実践的な活動を家庭や地域などで行うことができるよう配慮し，２学年間で一つ又は二つの課題を設定して履修させること。その際，「Ａ家族・家庭生活」の(2)又は(3)，「Ｂ衣食住の生活」，「Ｃ消費生活・環境」で学習した内容との関連を図り，課題を設定できるようにすること。,82F03D0130000000
家庭,3041,(4) 第２の内容の「Ｂ衣食住の生活」の(2)及び(5)については，学習の効果を高めるため，２学年間にわたって取り扱い，平易なものから段階的に学習できるよう計画すること。,82F03D0140000000
家庭,3042,(5) 題材の構成に当たっては，児童や学校，地域の実態を的確に捉えるとともに，内容相互の関連を図り，指導の効果を高めるようにすること。その際，他教科等との関連を明確にするとともに，中学校の学習を見据え，系統的に指導ができるようにすること。,82F03D0150000000
家庭,3043,(6) 障害のある児童などについては，学習活動を行う場合に生じる困難さに応じた指導内容や指導方法の工夫を計画的，組織的に行うこと。,82F03D0160000000
家庭,3044,(7) 第１章総則の第１の２の(2)に示す道徳教育の目標に基づき，道徳科などとの関連を考慮しながら，第３章特別の教科道徳の第２に示す内容について，家庭科の特質に応じて適切な指導をすること。,82F03D0170000000
家庭,3045,２　第２の内容の取扱いについては，次の事項に配慮するものとする。,82F03D0200000000
家庭,3046,(1) 指導に当たっては，衣食住など生活の中の様々な言葉を実感を伴って理解する学習活動や，自分の生活における課題を解決するために言葉や図表などを用いて生活をよりよくする方法を考えたり，説明したりするなどの学習活動の充実を図ること。,82F03D0210000000
家庭,3047,(2) 指導に当たっては，コンピュータや情報通信ネットワークを積極的に活用して，実習等における情報の収集・整理や，実践結果の発表などを行うことができるように工夫すること。,82F03D0220000000
家庭,3048,(3) 生活の自立の基礎を培う基礎的・基本的な知識及び技能を習得するために，調理や製作等の手順の根拠について考えたり，実践する喜びを味わったりするなどの実践的・体験的な活動を充実すること。,82F03D0230000000
家庭,3049,(4) 学習内容の定着を図り，一人一人の個性を生かし伸ばすよう，児童の特性や生活体験などを把握し，技能の習得状況に応じた少人数指導や教材・教具の工夫など個に応じた指導の充実に努めること。,82F03D0240000000
家庭,3050,(5) 家庭や地域との連携を図り，児童が身に付けた知識及び技能などを日常生活に活用できるよう配慮すること。,82F03D0250000000
家庭,3051,３　実習の指導に当たっては，次の事項に配慮するものとする。,82F03D0300000000
家庭,3052,(1) 施設・設備の安全管理に配慮し，学習環境を整備するとともに，熱源や用具，機械などの取扱いに注意して事故防止の指導を徹底すること。,82F03D0310000000
家庭,3053,(2) 服装を整え，衛生に留意して用具の手入れや保管を適切に行うこと。,82F03D0320000000
家庭,3054,(3) 調理に用いる食品については，生の魚や肉は扱わないなど，安全・衛生に留意すること。また，食物アレルギーについても配慮すること。,82F03D0330000000
体育,3055,第９節　体育,82G0000000000000
体育,3056,"第１　目標
体育や保健の見方・考え方を働かせ，課題を見付け，その解決に向けた学習過程を通して，心と体を一体として捉え，生涯にわたって心身の健康を保持増進し豊かなスポーツライフを実現するための資質・能力を次のとおり育成することを目指す。",82G0100000000000
体育,3057,(1) その特性に応じた各種の運動の行い方及び身近な生活における健康・安全について理解するとともに，基本的な動きや技能を身に付けるようにする。,82G0100100000000
体育,3058,(2) 運動や健康についての自己の課題を見付け，その解決に向けて思考し判断するとともに，他者に伝える力を養う。,82G0100200000000
体育,3059,(3) 運動に親しむとともに健康の保持増進と体力の向上を目指し，楽しく明るい生活を営む態度を養う。,82G0100300000000
体育,3060,第２　各学年の目標及び内容　　,82G0200000000000
体育,3061,〔第１学年及び第２学年〕,82G02A0000000000
体育,3062,１　目標　,82G02A2000000000
体育,3063,(1) 各種の運動遊びの楽しさに触れ，その行い方を知るとともに，基本的な動きを身に付けるようにする。,82G02A2100000000
体育,3064,(2) 各種の運動遊びの行い方を工夫するとともに，考えたことを他者に伝える力を養う。,82G02A2200000000
体育,3065,(3) 各種の運動遊びに進んで取り組み，きまりを守り誰とでも仲よく運動をしたり，健康・安全に留意したりし，意欲的に運動をする態度を養う。,82G02A2300000000
体育,3066,２　内容,82G02A3000000000
体育,3067,"Ａ　体つくりの運動遊び
体つくりの運動遊びについて，次の事項を身に付けることができるよう指導する。",82G02A3100000000
体育,3068,(1) 次の運動遊びの楽しさに触れ，その行い方を知るとともに，体を動かす心地よさを味わったり，基本的な動きを身に付けたりすること。,82G02A3110000000
体育,3069,ア　体ほぐしの運動遊びでは，手軽な運動遊びを行い，心と体の変化に気付いたり，みんなで関わり合ったりすること。,82G02A3111000000
体育,3070,イ　多様な動きをつくる運動遊びでは，体のバランスをとる動き，体を移動する動き，用具を操作する動き，力試しの動きをすること。,82G02A3112000000
体育,3071,(2) 体をほぐしたり多様な動きをつくったりする遊び方を工夫するとともに，考えたことを友達に伝えること。,82G02A3120000000
体育,3072,(3) 運動遊びに進んで取り組み，きまりを守り誰とでも仲よく運動をしたり，場の安全に気を付けたりすること。,82G02A3130000000
体育,3073,"Ｂ　器械・器具を使っての運動遊び
器械・器具を使っての運動遊びについて，次の事項を身に付けることができるよう指導する。",82G02A3200000000
体育,3074,(1) 次の運動遊びの楽しさに触れ，その行い方を知るとともに，その動きを身に付けること。,82G02A3210000000
体育,3075,ア　固定施設を使った運動遊びでは，登り下りや懸垂移行，渡り歩きや跳び下りをすること。,82G02A3211000000
体育,3076,イ　マットを使った運動遊びでは，いろいろな方向への転がり，手で支えての体の保持や回転をすること。,82G02A3212000000
体育,3077,ウ　鉄棒を使った運動遊びでは，支持しての揺れや上がり下り，ぶら下がりや易しい回転をすること。,82G02A3213000000
体育,3078,エ　跳び箱を使った運動遊びでは，跳び乗りや跳び下り，手を着いてのまたぎ乗りやまたぎ下りをすること。,82G02A3214000000
体育,3079,(2) 器械・器具を用いた簡単な遊び方を工夫するとともに，考えたことを友達に伝えること。,82G02A3220000000
体育,3080,(3) 運動遊びに進んで取り組み，順番やきまりを守り誰とでも仲よく運動をしたり，場や器械・器具の安全に気を付けたりすること。,82G02A3230000000
体育,3081,"Ｃ　走・跳の運動遊び
走・跳の運動遊びについて，次の事項を身に付けることができるよう指導する。",82G02A3300000000
体育,3082,(1) 次の運動遊びの楽しさに触れ，その行い方を知るとともに，その動きを身に付けること。,82G02A3310000000
体育,3083,ア　走の運動遊びでは，いろいろな方向に走ったり，低い障害物を走り越えたりすること。,82G02A3311000000
体育,3084,イ　跳の運動遊びでは，前方や上方に跳んだり，連続して跳んだりすること。,82G02A3312000000
体育,3085,(2) 走ったり跳んだりする簡単な遊び方を工夫するとともに，考えたことを友達に伝えること。,82G02A3320000000
体育,3086,(3) 運動遊びに進んで取り組み，順番やきまりを守り誰とでも仲よく運動をしたり，勝敗を受け入れたり，場の安全に気を付けたりすること。,82G02A3330000000
体育,3087,"Ｄ　水遊び
水遊びについて，次の事項を身に付けることができるよう指導する。",82G02A3400000000
体育,3088,(1) 次の運動遊びの楽しさに触れ，その行い方を知るとともに，その動きを身に付けること。,82G02A3410000000
体育,3089,ア　水の中を移動する運動遊びでは，水につかって歩いたり走ったりすること。,82G02A3411000000
体育,3090,イ　もぐる・浮く運動遊びでは，息を止めたり吐いたりしながら，水にもぐったり浮いたりすること。,82G02A3412000000
体育,3091,(2) 水の中を移動したり，もぐったり浮いたりする簡単な遊び方を工夫するとともに，考えたことを友達に伝えること。,82G02A3420000000
体育,3092,(3) 運動遊びに進んで取り組み，順番やきまりを守り誰とでも仲よく運動をしたり，水遊びの心得を守って安全に気を付けたりすること。,82G02A3430000000
体育,3093,"Ｅ　ゲーム
ゲームについて，次の事項を身に付けることができるよう指導する。",82G02A3500000000
体育,3094,(1) 次の運動遊びの楽しさに触れ，その行い方を知るとともに，易しいゲームをすること。,82G02A3510000000
体育,3095,ア　ボールゲームでは，簡単なボール操作と攻めや守りの動きによって，易しいゲームをすること。,82G02A3511000000
体育,3096,イ　鬼遊びでは，一定の区域で，逃げる，追いかける，陣地を取り合うなどをすること。,82G02A3512000000
体育,3097,(2) 簡単な規則を工夫したり，攻め方を選んだりするとともに，考えたことを友達に伝えること。,82G02A3520000000
体育,3098,(3) 運動遊びに進んで取り組み，規則を守り誰とでも仲よく運動をしたり，勝敗を受け入れたり，場や用具の安全に気を付けたりすること。,82G02A3530000000
体育,3099,"Ｆ　表現リズム遊び
表現リズム遊びについて，次の事項を身に付けることができるよう指導する。",82G02A3600000000
体育,3100,(1) 次の運動遊びの楽しさに触れ，その行い方を知るとともに，題材になりきったりリズムに乗ったりして踊ること。,82G02A3610000000
体育,3101,ア　表現遊びでは，身近な題材の特徴を捉え，全身で踊ること。,82G02A3611000000
体育,3102,イ　リズム遊びでは，軽快なリズムに乗って踊ること。,82G02A3612000000
体育,3103,(2) 身近な題材の特徴を捉えて踊ったり，軽快なリズムに乗って踊ったりする簡単な踊り方を工夫するとともに，考えたことを友達に伝えること。,82G02A3620000000
体育,3104,(3) 運動遊びに進んで取り組み，誰とでも仲よく踊ったり，場の安全に気を付けたりすること。,82G02A3630000000
体育,3105,３　内容の取扱い,82G02A5000000000
体育,3106,(1) 内容の「Ａ体つくりの運動遊び」については，２学年間にわたって指導するものとする。,82G02A5100000000
体育,3107,(2) 内容の「Ｃ走・跳の運動遊び」については，児童の実態に応じて投の運動遊びを加えて指導することができる。,82G02A5200000000
体育,3108,(3) 内容の「Ｆ表現リズム遊び」の(1)のイについては，簡単なフォークダンスを含めて指導することができる。,82G02A5300000000
体育,3109,(4) 学校や地域の実態に応じて歌や運動を伴う伝承遊び及び自然の中での運動遊びを加えて指導することができる。,82G02A5400000000
体育,3110,(5) 各領域の各内容については，運動と健康が関わっていることについての具体的な考えがもてるよう指導すること。,82G02A5500000000
体育,3111,〔第３学年及び第４学年〕,82G02C0000000000
体育,3112,１　目標　,82G02C2000000000
体育,3113,(1) 各種の運動の楽しさや喜びに触れ，その行い方及び健康で安全な生活や体の発育・発達について理解するとともに，基本的な動きや技能を身に付けるようにする。,82G02C2100000000
体育,3114,(2) 自己の運動や身近な生活における健康の課題を見付け，その解決のための方法や活動を工夫するとともに，考えたことを他者に伝える力を養う。,82G02C2200000000
体育,3115,(3) 各種の運動に進んで取り組み，きまりを守り誰とでも仲よく運動をしたり，友達の考えを認めたり，場や用具の安全に留意したりし，最後まで努力して運動をする態度を養う。また，健康の大切さに気付き，自己の健康の保持増進に進んで取り組む態度を養う。　,82G02C2300000000
体育,3116,２　内容,82G02C3000000000
体育,3117,"Ａ　体つくり運動
体つくり運動について，次の事項を身に付けることができるよう指導する。",82G02C3100000000
体育,3118,(1) 次の運動の楽しさや喜びに触れ，その行い方を知るとともに，体を動かす心地よさを味わったり，基本的な動きを身に付けたりすること。,82G02C3110000000
体育,3119,ア　体ほぐしの運動では，手軽な運動を行い，心と体の変化に気付いたり，みんなで関わり合ったりすること。,82G02C3111000000
体育,3120,イ　多様な動きをつくる運動では，体のバランスをとる動き，体を移動する動き，用具を操作する動き，力試しの動きをし，それらを組み合わせること。,82G02C3112000000
体育,3121,(2) 自己の課題を見付け，その解決のための活動を工夫するとともに，考えたことを友達に伝えること。,82G02C3120000000
体育,3122,(3) 運動に進んで取り組み，きまりを守り誰とでも仲よく運動をしたり，友達の考えを認めたり，場や用具の安全に気を付けたりすること。,82G02C3130000000
体育,3123,"Ｂ　器械運動
器械運動について，次の事項を身に付けることができるよう指導する。",82G02C3200000000
体育,3124,(1) 次の運動の楽しさや喜びに触れ，その行い方を知るとともに，その技を身に付けること。,82G02C3210000000
体育,3125,ア　マット運動では，回転系や巧技系の基本的な技をすること。,82G02C3211000000
体育,3126,イ　鉄棒運動では，支持系の基本的な技をすること。,82G02C3212000000
体育,3127,ウ　跳び箱運動では，切り返し系や回転系の基本的な技をすること。,82G02C3213000000
体育,3128,(2) 自己の能力に適した課題を見付け，技ができるようになるための活動を工夫するとともに，考えたことを友達に伝えること。,82G02C3220000000
体育,3129,(3) 運動に進んで取り組み，きまりを守り誰とでも仲よく運動をしたり，友達の考えを認めたり，場や器械・器具の安全に気を付けたりすること。,82G02C3230000000
体育,3130,"Ｃ　走・跳の運動
走・跳の運動について，次の事項を身に付けることができるよう指導する。",82G02C3300000000
体育,3131,(1) 次の運動の楽しさや喜びに触れ，その行い方を知るとともに，その動きを身に付けること。,82G02C3310000000
体育,3132,ア　かけっこ・リレーでは，調子よく走ったりバトンの受渡しをしたりすること。,82G02C3311000000
体育,3133,イ　小型ハードル走では，小型ハードルを調子よく走り越えること。,82G02C3312000000
体育,3134,ウ　幅跳びでは，短い助走から踏み切って跳ぶこと,82G02C3313000000
体育,3135,エ　高跳びでは，短い助走から踏み切って跳ぶこと。,82G02C3314000000
体育,3136,(2) 自己の能力に適した課題を見付け，動きを身に付けるための活動や競争の仕方を工夫するとともに，考えたことを友達に伝えること。,82G02C3320000000
体育,3137,(3) 運動に進んで取り組み，きまりを守り誰とでも仲よく運動をしたり，勝敗を受け入れたり，友達の考えを認めたり，場や用具の安全に気を付けたりすること。,82G02C3330000000
体育,3138,"Ｄ　水泳運動
水泳運動について，次の事項を身に付けることができるよう指導する。",82G02C3400000000
体育,3139,(1) 次の運動の楽しさや喜びに触れ，その行い方を知るとともに，その動きを身に付けること。,82G02C3410000000
体育,3140,ア　浮いて進む運動では，け伸びや初歩的な泳ぎをすること。,82G02C3411000000
体育,3141,イ　もぐる・浮く運動では，息を止めたり吐いたりしながら，いろいろなもぐり方や浮き方をすること。,82G02C3412000000
体育,3142,(2) 自己の能力に適した課題を見付け，水の中での動きを身に付けるための活動を工夫するとともに，考えたことを友達に伝えること。,82G02C3420000000
体育,3143,(3) 運動に進んで取り組み，きまりを守り誰とでも仲よく運動をしたり，友達の考えを認めたり，水泳運動の心得を守って安全に気を付けたりすること。,82G02C3430000000
体育,3144,"Ｅ　ゲーム
ゲームについて，次の事項を身に付けることができるよう指導する。",82G02C3500000000
体育,3145,(1) 次の運動の楽しさや喜びに触れ，その行い方を知るとともに，易しいゲームをすること。,82G02C3510000000
体育,3146,ア　ゴール型ゲームでは，基本的なボール操作とボールを持たないときの動きによって，易しいゲームをすること。,82G02C3511000000
体育,3147,イ　ネット型ゲームでは，基本的なボール操作とボールを操作できる位置に体を移動する動きによって，易しいゲームをすること。,82G02C3512000000
体育,3148,ウ　ベースボール型ゲームでは，蹴る，打つ，捕る，投げるなどのボール操作と得点をとったり防いだりする動きによって，易しいゲームをすること。,82G02C3513000000
体育,3149,(2) 規則を工夫したり，ゲームの型に応じた簡単な作戦を選んだりするとともに，考えたことを友達に伝えること。,82G02C3520000000
体育,3150,(3) 運動に進んで取り組み，規則を守り誰とでも仲よく運動をしたり，勝敗を受け入れたり，友達の考えを認めたり，場や用具の安全に気を付けたりすること。,82G02C3530000000
体育,3151,"Ｆ　表現運動
表現運動について，次の事項を身に付けることができるよう指導する。",82G02C3600000000
体育,3152,(1) 次の運動の楽しさや喜びに触れ，その行い方を知るとともに，表したい感じを表現したりリズムに乗ったりして踊ること。,82G02C3610000000
体育,3153,ア　表現では，身近な生活などの題材からその主な特徴を捉え，表したい感じをひと流れの動きで踊ること。,82G02C3611000000
体育,3154,イ　リズムダンスでは，軽快なリズムに乗って全身で踊ること。,82G02C3612000000
体育,3155,(2) 自己の能力に適した課題を見付け，題材やリズムの特徴を捉えた踊り方や交流の仕方を工夫するとともに，考えたことを友達に伝えること。,82G02C3620000000
体育,3156,(3) 運動に進んで取り組み，誰とでも仲よく踊ったり，友達の動きや考えを認めたり，場の安全に気を付けたりすること。,82G02C3630000000
体育,3157,Ｇ　保健,82G02C3700000000
体育,3158,(1) 健康な生活について，課題を見付け，その解決を目指した活動を通して，次の事項を身に付けることができるよう指導する。,82G0233710000000
体育,3159,ア　健康な生活について理解すること。,82G0233711000000
体育,3160,(ｱ) 心や体の調子がよいなどの健康の状態は，主体の要因や周囲の環境の要因が関わっていること。,82G0233711100000
体育,3161,(ｲ)　毎日を健康に過ごすには，運動，食事，休養及び睡眠の調和のとれた生活を続けること，また，体の清潔を保つことなどが必要であること。,82G0233711200000
体育,3162,(ｳ)　毎日を健康に過ごすには，明るさの調節，換気などの生活環境を整えることなどが必要であること。,82G0233711300000
体育,3163,イ　健康な生活について課題を見付け，その解決に向けて考え，それを表現すること。,82G0233712000000
体育,3164,(2) 体の発育・発達について，課題を見付け，その解決を目指した活動を通して，次の事項を身に付けることができるよう指導する。,82G0243720000000
